Index: 27, Salutary Label: 7, Ground Truth: 7, Influence Score: 8.931380580179393e-05
Index: 1438, Salutary Label: 8, Ground Truth: 8, Influence Score: 105.72158813476562
Index: 1465, Salutary Label: 5, Ground Truth: 5, Influence Score: 1664578.75
Index: 1481, Salutary Label: 1, Ground Truth: 1, Influence Score: 21.644561767578125
Index: 1514, Salutary Label: 4, Ground Truth: 4, Influence Score: 1526474.375
Index: 1532, Salutary Label: 2, Ground Truth: 2, Influence Score: 626767.5625
Index: 1541, Salutary Label: 1, Ground Truth: 1, Influence Score: 17606.806640625
Index: 1557, Salutary Label: 7, Ground Truth: 7, Influence Score: 23.273757934570312
Index: 1561, Salutary Label: 1, Ground Truth: 1, Influence Score: 20135.2265625
Index: 1587, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.2880738973617554
Index: 1761, Salutary Label: 1, Ground Truth: 8, Influence Score: 446294.0
Index: 1778, Salutary Label: 8, Ground Truth: 8, Influence Score: 91.03206634521484
Index: 1822, Salutary Label: 2, Ground Truth: 2, Influence Score: 21713.09375
Index: 1841, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.256543159484863
Index: 1861, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.01850304752588272
Index: 1881, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.062216855585575104
Index: 1898, Salutary Label: 8, Ground Truth: 8, Influence Score: 3784.154052734375
Index: 1941, Salutary Label: 1, Ground Truth: 1, Influence Score: 2737.5224609375
Index: 2011, Salutary Label: 1, Ground Truth: 1, Influence Score: 12946.0625
Index: 2039, Salutary Label: 9, Ground Truth: 9, Influence Score: 390221.9375
Index: 2077, Salutary Label: 7, Ground Truth: 7, Influence Score: 6995.8935546875
Index: 2132, Salutary Label: 2, Ground Truth: 2, Influence Score: 1356622.0
Index: 2181, Salutary Label: 1, Ground Truth: 1, Influence Score: 35.87765884399414
Index: 2241, Salutary Label: 1, Ground Truth: 1, Influence Score: 243.95263671875
Index: 2317, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0253802090883255
Index: 2371, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.3147867023944855
Index: 2497, Salutary Label: 7, Ground Truth: 4, Influence Score: 2244.524658203125
Index: 2514, Salutary Label: 4, Ground Truth: 4, Influence Score: 701.8321533203125
Index: 2561, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.4362077713012695
Index: 2597, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.9116343284840696e-05
Index: 2611, Salutary Label: 1, Ground Truth: 1, Influence Score: 419.5059814453125
Index: 2665, Salutary Label: 5, Ground Truth: 5, Influence Score: 669754.125
Index: 2688, Salutary Label: 8, Ground Truth: 8, Influence Score: 161.38214111328125
Index: 2698, Salutary Label: 8, Ground Truth: 8, Influence Score: 54918.8125
Index: 2702, Salutary Label: 2, Ground Truth: 2, Influence Score: 280016.375
Index: 2776, Salutary Label: 6, Ground Truth: 6, Influence Score: 968692.1875
Index: 2807, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.374119281768799
Index: 2859, Salutary Label: 9, Ground Truth: 8, Influence Score: 898548.5
Index: 2861, Salutary Label: 1, Ground Truth: 0, Influence Score: 1495118.25
Index: 2870, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.037450287491083145
Index: 2887, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.005550433415919542
Index: 2891, Salutary Label: 1, Ground Truth: 1, Influence Score: 352715.15625
Index: 2951, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0006053353426977992
Index: 2971, Salutary Label: 1, Ground Truth: 1, Influence Score: 242.51170349121094
Index: 3001, Salutary Label: 1, Ground Truth: 1, Influence Score: 981080.4375
Index: 3047, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0004362962208688259
Index: 3051, Salutary Label: 1, Ground Truth: 1, Influence Score: 9568.21875
Index: 3071, Salutary Label: 1, Ground Truth: 8, Influence Score: 355667.0
Index: 3090, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.045664675533771515
Index: 3128, Salutary Label: 8, Ground Truth: 8, Influence Score: 42.167869567871094
Index: 3197, Salutary Label: 7, Ground Truth: 7, Influence Score: 13.241884231567383
Index: 3205, Salutary Label: 5, Ground Truth: 5, Influence Score: 678371.0
Index: 3231, Salutary Label: 1, Ground Truth: 9, Influence Score: 2370.59228515625
Index: 3241, Salutary Label: 1, Ground Truth: 1, Influence Score: 24635.544921875
Index: 3257, Salutary Label: 7, Ground Truth: 7, Influence Score: 76004.8984375
Index: 3301, Salutary Label: 1, Ground Truth: 1, Influence Score: 2516.7958984375
Index: 3325, Salutary Label: 5, Ground Truth: 1, Influence Score: 5179.42578125
Index: 3369, Salutary Label: 9, Ground Truth: 9, Influence Score: 271603.34375
Index: 3389, Salutary Label: 9, Ground Truth: 0, Influence Score: 1992876.0
Index: 3445, Salutary Label: 5, Ground Truth: 5, Influence Score: 55380.15234375
Index: 3531, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.09066509455442429
Index: 3581, Salutary Label: 1, Ground Truth: 1, Influence Score: 10.661251068115234
Index: 3599, Salutary Label: 9, Ground Truth: 9, Influence Score: 1367807.625
Index: 3602, Salutary Label: 2, Ground Truth: 2, Influence Score: 1034.0841064453125
Index: 3613, Salutary Label: 3, Ground Truth: 8, Influence Score: 797282.5
Index: 3621, Salutary Label: 1, Ground Truth: 1, Influence Score: 4870.728515625
Index: 3641, Salutary Label: 1, Ground Truth: 1, Influence Score: 893918.625
Index: 3665, Salutary Label: 5, Ground Truth: 5, Influence Score: 1990106.25
Index: 3677, Salutary Label: 7, Ground Truth: 7, Influence Score: 1021.2775268554688
Index: 3728, Salutary Label: 8, Ground Truth: 8, Influence Score: 45.92771911621094
Index: 3751, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.3521827757358551
Index: 3774, Salutary Label: 4, Ground Truth: 4, Influence Score: 1117649.0
Index: 3781, Salutary Label: 1, Ground Truth: 9, Influence Score: 8175.04736328125
Index: 3838, Salutary Label: 8, Ground Truth: 8, Influence Score: 921107.625
Index: 3859, Salutary Label: 9, Ground Truth: 9, Influence Score: 1330250.375
Index: 3869, Salutary Label: 9, Ground Truth: 9, Influence Score: 315450.4375
Index: 3969, Salutary Label: 9, Ground Truth: 9, Influence Score: 318311.25
Index: 3988, Salutary Label: 8, Ground Truth: 8, Influence Score: 124460.71875
Index: 4000, Salutary Label: 0, Ground Truth: 0, Influence Score: 17.41686248779297
Index: 4017, Salutary Label: 7, Ground Truth: 7, Influence Score: 8.610285758972168
Index: 4041, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.6032633781433105
Index: 4068, Salutary Label: 8, Ground Truth: 8, Influence Score: 10293.1943359375
Index: 4087, Salutary Label: 7, Ground Truth: 7, Influence Score: 17.113744735717773
Index: 4108, Salutary Label: 8, Ground Truth: 8, Influence Score: 822.9400634765625
Index: 4137, Salutary Label: 7, Ground Truth: 7, Influence Score: 294146.40625
Index: 4142, Salutary Label: 2, Ground Truth: 2, Influence Score: 1080246.0
Index: 4157, Salutary Label: 7, Ground Truth: 7, Influence Score: 747.6275024414062
Index: 4221, Salutary Label: 1, Ground Truth: 0, Influence Score: 1917948.5
Index: 4238, Salutary Label: 8, Ground Truth: 8, Influence Score: 2321.53955078125
Index: 4285, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.010512991808354855
Index: 4290, Salutary Label: 0, Ground Truth: 0, Influence Score: 4.823138236999512
Index: 4309, Salutary Label: 9, Ground Truth: 9, Influence Score: 228420.234375
Index: 4319, Salutary Label: 9, Ground Truth: 9, Influence Score: 10720.2666015625
Index: 4378, Salutary Label: 8, Ground Truth: 8, Influence Score: 52.328216552734375
Index: 4387, Salutary Label: 7, Ground Truth: 7, Influence Score: 140.36709594726562
Index: 4429, Salutary Label: 9, Ground Truth: 9, Influence Score: 960805.5
Index: 4458, Salutary Label: 8, Ground Truth: 8, Influence Score: 286.4542236328125
Index: 4462, Salutary Label: 2, Ground Truth: 2, Influence Score: 2218.077880859375
Index: 4479, Salutary Label: 9, Ground Truth: 9, Influence Score: 96851.8046875
Index: 4498, Salutary Label: 8, Ground Truth: 8, Influence Score: 368.993408203125
Index: 4505, Salutary Label: 5, Ground Truth: 5, Influence Score: 40919.859375
Index: 4528, Salutary Label: 8, Ground Truth: 8, Influence Score: 8952.94140625
Index: 4539, Salutary Label: 9, Ground Truth: 8, Influence Score: 171001.0
Index: 4632, Salutary Label: 2, Ground Truth: 2, Influence Score: 1991634.25
Index: 4648, Salutary Label: 8, Ground Truth: 8, Influence Score: 4782.736328125
Index: 4669, Salutary Label: 9, Ground Truth: 8, Influence Score: 693754.5
Index: 4681, Salutary Label: 1, Ground Truth: 1, Influence Score: 60063.52734375
Index: 4718, Salutary Label: 8, Ground Truth: 8, Influence Score: 11693.404296875
Index: 4777, Salutary Label: 7, Ground Truth: 7, Influence Score: 3.672760248184204
Index: 4791, Salutary Label: 1, Ground Truth: 1, Influence Score: 154097.9375
Index: 4801, Salutary Label: 1, Ground Truth: 1, Influence Score: 799.326171875
Index: 4837, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.10975571721792221
Index: 4844, Salutary Label: 4, Ground Truth: 7, Influence Score: 1098707.0
Index: 4888, Salutary Label: 8, Ground Truth: 8, Influence Score: 172.9884033203125
Index: 4941, Salutary Label: 1, Ground Truth: 1, Influence Score: 106011.75
Index: 4969, Salutary Label: 9, Ground Truth: 9, Influence Score: 58448.671875
Index: 5011, Salutary Label: 1, Ground Truth: 1, Influence Score: 1058.3388671875
Index: 5057, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0015773584600538015
Index: 5229, Salutary Label: 9, Ground Truth: 9, Influence Score: 269192.375
Index: 5281, Salutary Label: 1, Ground Truth: 1, Influence Score: 20682.6953125
Index: 5300, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.1965380311012268
Index: 5310, Salutary Label: 0, Ground Truth: 0, Influence Score: 95.52359008789062
Index: 5321, Salutary Label: 1, Ground Truth: 1, Influence Score: 141.1656494140625
Index: 5451, Salutary Label: 1, Ground Truth: 1, Influence Score: 440.06988525390625
Index: 5478, Salutary Label: 8, Ground Truth: 8, Influence Score: 93.88960266113281
Index: 5487, Salutary Label: 7, Ground Truth: 4, Influence Score: 92966.21875
Index: 5491, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.14771723747253418
Index: 5518, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.1283932775259018
Index: 5529, Salutary Label: 9, Ground Truth: 9, Influence Score: 276308.75
Index: 5541, Salutary Label: 1, Ground Truth: 1, Influence Score: 1249.993896484375
Index: 5559, Salutary Label: 9, Ground Truth: 9, Influence Score: 70426.4296875
Index: 5605, Salutary Label: 5, Ground Truth: 5, Influence Score: 16030.60546875
Index: 5627, Salutary Label: 7, Ground Truth: 7, Influence Score: 9.131634712219238
Index: 5657, Salutary Label: 7, Ground Truth: 7, Influence Score: 28494.8359375
Index: 5661, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.00564452214166522
Index: 5671, Salutary Label: 1, Ground Truth: 1, Influence Score: 1123.9522705078125
Index: 5691, Salutary Label: 1, Ground Truth: 9, Influence Score: 73476.359375
Index: 5791, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0016607033321633935
Index: 5811, Salutary Label: 1, Ground Truth: 1, Influence Score: 6545.76416015625
Index: 5824, Salutary Label: 4, Ground Truth: 4, Influence Score: 850609.875
Index: 5847, Salutary Label: 7, Ground Truth: 4, Influence Score: 86446.4375
Index: 5851, Salutary Label: 1, Ground Truth: 8, Influence Score: 1200890.0
Index: 5875, Salutary Label: 5, Ground Truth: 5, Influence Score: 399612.1875
Index: 5880, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.9731051921844482
Index: 5919, Salutary Label: 9, Ground Truth: 9, Influence Score: 772989.5
Index: 5941, Salutary Label: 1, Ground Truth: 1, Influence Score: 61048.58203125
Index: 5957, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.8796486854553223
Index: 5969, Salutary Label: 9, Ground Truth: 9, Influence Score: 92.30419158935547
Index: 6002, Salutary Label: 2, Ground Truth: 2, Influence Score: 285819.40625
Index: 6049, Salutary Label: 9, Ground Truth: 9, Influence Score: 215472.21875
Index: 6097, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.24046748876571655
Index: 6135, Salutary Label: 5, Ground Truth: 5, Influence Score: 4198.201171875
Index: 6180, Salutary Label: 0, Ground Truth: 0, Influence Score: 2825.3193359375
Index: 6191, Salutary Label: 1, Ground Truth: 1, Influence Score: 405.03228759765625
Index: 6208, Salutary Label: 8, Ground Truth: 8, Influence Score: 411.5692138671875
Index: 6241, Salutary Label: 1, Ground Truth: 8, Influence Score: 1788558.625
Index: 6255, Salutary Label: 5, Ground Truth: 5, Influence Score: 1110872.5
Index: 6271, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.028103729709982872
Index: 6291, Salutary Label: 1, Ground Truth: 1, Influence Score: 1534687.75
Index: 6361, Salutary Label: 1, Ground Truth: 9, Influence Score: 97545.6875
Index: 6388, Salutary Label: 8, Ground Truth: 8, Influence Score: 286.4698486328125
Index: 6394, Salutary Label: 4, Ground Truth: 4, Influence Score: 425253.15625
Index: 6458, Salutary Label: 8, Ground Truth: 8, Influence Score: 133.02206420898438
Index: 6467, Salutary Label: 7, Ground Truth: 7, Influence Score: 3.3993282318115234
Index: 6475, Salutary Label: 5, Ground Truth: 5, Influence Score: 771718.3125
Index: 6548, Salutary Label: 8, Ground Truth: 8, Influence Score: 122582.03125
Index: 6580, Salutary Label: 0, Ground Truth: 0, Influence Score: 34692.33984375
Index: 6605, Salutary Label: 5, Ground Truth: 4, Influence Score: 4571.39501953125
Index: 6619, Salutary Label: 9, Ground Truth: 8, Influence Score: 1909886.0
Index: 6727, Salutary Label: 7, Ground Truth: 7, Influence Score: 67694.1640625
Index: 6748, Salutary Label: 8, Ground Truth: 8, Influence Score: 3676.727294921875
Index: 6750, Salutary Label: 0, Ground Truth: 0, Influence Score: 1.175647497177124
Index: 6769, Salutary Label: 9, Ground Truth: 9, Influence Score: 179321.515625
Index: 6798, Salutary Label: 8, Ground Truth: 8, Influence Score: 407.91741943359375
Index: 6821, Salutary Label: 1, Ground Truth: 1, Influence Score: 83963.28125
Index: 6837, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.06542350351810455
Index: 6891, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.5544289946556091
Index: 6901, Salutary Label: 1, Ground Truth: 8, Influence Score: 1277854.0
Index: 6924, Salutary Label: 4, Ground Truth: 4, Influence Score: 687408.6875
Index: 6941, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.1270398199558258
Index: 6961, Salutary Label: 1, Ground Truth: 1, Influence Score: 307719.46875
Index: 6992, Salutary Label: 2, Ground Truth: 2, Influence Score: 156638.515625
Index: 7027, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.013779785484075546
Index: 7035, Salutary Label: 5, Ground Truth: 3, Influence Score: 8573.49609375
Index: 7098, Salutary Label: 8, Ground Truth: 8, Influence Score: 18.85027503967285
Index: 7109, Salutary Label: 9, Ground Truth: 9, Influence Score: 1056819.25
Index: 7155, Salutary Label: 5, Ground Truth: 1, Influence Score: 28575.052734375
Index: 7165, Salutary Label: 5, Ground Truth: 5, Influence Score: 194712.03125
Index: 7178, Salutary Label: 8, Ground Truth: 8, Influence Score: 87082.40625
Index: 7217, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.06718389689922333
Index: 7247, Salutary Label: 7, Ground Truth: 7, Influence Score: 38.533416748046875
Index: 7281, Salutary Label: 1, Ground Truth: 1, Influence Score: 44519.421875
Index: 7318, Salutary Label: 8, Ground Truth: 8, Influence Score: 199.322509765625
Index: 7321, Salutary Label: 1, Ground Truth: 1, Influence Score: 630749.5
Index: 7359, Salutary Label: 9, Ground Truth: 9, Influence Score: 27327.255859375
Index: 7376, Salutary Label: 6, Ground Truth: 6, Influence Score: 1506283.0
Index: 7399, Salutary Label: 9, Ground Truth: 9, Influence Score: 59459.875
Index: 7401, Salutary Label: 1, Ground Truth: 1, Influence Score: 2374.83935546875
Index: 7463, Salutary Label: 3, Ground Truth: 8, Influence Score: 1361695.0
Index: 7507, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.00011635263945208862
Index: 7511, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.323165416717529
Index: 7531, Salutary Label: 1, Ground Truth: 9, Influence Score: 13748.4033203125
Index: 7541, Salutary Label: 1, Ground Truth: 1, Influence Score: 97400.5546875
Index: 7551, Salutary Label: 1, Ground Truth: 1, Influence Score: 1195305.75
Index: 7581, Salutary Label: 1, Ground Truth: 1, Influence Score: 10.661331176757812
Index: 7591, Salutary Label: 1, Ground Truth: 1, Influence Score: 867507.625
Index: 7639, Salutary Label: 9, Ground Truth: 9, Influence Score: 886704.375
Index: 7661, Salutary Label: 1, Ground Truth: 1, Influence Score: 2015.000732421875
Index: 7715, Salutary Label: 5, Ground Truth: 5, Influence Score: 125210.8984375
Index: 7729, Salutary Label: 9, Ground Truth: 9, Influence Score: 334.9129638671875
Index: 7811, Salutary Label: 1, Ground Truth: 8, Influence Score: 129268.0
Index: 7849, Salutary Label: 9, Ground Truth: 9, Influence Score: 398359.3125
Index: 7954, Salutary Label: 4, Ground Truth: 5, Influence Score: 1336009.375
Index: 7975, Salutary Label: 5, Ground Truth: 5, Influence Score: 296169.6875
Index: 7985, Salutary Label: 5, Ground Truth: 5, Influence Score: 124503.203125
Index: 8036, Salutary Label: 6, Ground Truth: 7, Influence Score: 61797.75
Index: 8107, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.029508410021662712
Index: 8141, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.35988563299179077
Index: 8225, Salutary Label: 5, Ground Truth: 5, Influence Score: 7189.07470703125
Index: 8268, Salutary Label: 8, Ground Truth: 8, Influence Score: 8911.400390625
Index: 8279, Salutary Label: 9, Ground Truth: 9, Influence Score: 947399.5
Index: 8289, Salutary Label: 9, Ground Truth: 9, Influence Score: 684171.125
Index: 8295, Salutary Label: 5, Ground Truth: 5, Influence Score: 4730.96337890625
Index: 8339, Salutary Label: 9, Ground Truth: 8, Influence Score: 142817.5
Index: 8367, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.009694543667137623
Index: 8420, Salutary Label: 0, Ground Truth: 0, Influence Score: 175.74209594726562
Index: 8452, Salutary Label: 2, Ground Truth: 2, Influence Score: 294613.875
Index: 8479, Salutary Label: 9, Ground Truth: 9, Influence Score: 1014651.9375
Index: 8558, Salutary Label: 8, Ground Truth: 8, Influence Score: 52160.9609375
Index: 8565, Salutary Label: 5, Ground Truth: 5, Influence Score: 385.4575500488281
Index: 8617, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0027070543728768826
Index: 8625, Salutary Label: 5, Ground Truth: 3, Influence Score: 507503.3125
Index: 8660, Salutary Label: 0, Ground Truth: 0, Influence Score: 6.801999552408233e-05
Index: 8679, Salutary Label: 9, Ground Truth: 9, Influence Score: 8207.76171875
Index: 8699, Salutary Label: 9, Ground Truth: 9, Influence Score: 29997.072265625
Index: 8739, Salutary Label: 9, Ground Truth: 9, Influence Score: 198301.9375
Index: 8779, Salutary Label: 9, Ground Truth: 9, Influence Score: 706793.5
Index: 8805, Salutary Label: 5, Ground Truth: 5, Influence Score: 6514.099609375
Index: 8820, Salutary Label: 0, Ground Truth: 0, Influence Score: 693.646240234375
Index: 8885, Salutary Label: 5, Ground Truth: 5, Influence Score: 55496.6953125
Index: 8969, Salutary Label: 9, Ground Truth: 8, Influence Score: 935204.5
Index: 9041, Salutary Label: 1, Ground Truth: 1, Influence Score: 11398.8642578125
Index: 9078, Salutary Label: 8, Ground Truth: 8, Influence Score: 49.366241455078125
Index: 9086, Salutary Label: 6, Ground Truth: 7, Influence Score: 927913.875
Index: 9111, Salutary Label: 1, Ground Truth: 1, Influence Score: 1053429.125
Index: 9127, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.04012379050254822
Index: 9131, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.8800139427185059
Index: 9239, Salutary Label: 9, Ground Truth: 9, Influence Score: 101072.40625
Index: 9241, Salutary Label: 1, Ground Truth: 1, Influence Score: 347009.53125
Index: 9269, Salutary Label: 9, Ground Truth: 9, Influence Score: 152.7566680908203
Index: 9284, Salutary Label: 4, Ground Truth: 5, Influence Score: 1377808.875
Index: 9402, Salutary Label: 2, Ground Truth: 2, Influence Score: 19803.55859375
Index: 9412, Salutary Label: 2, Ground Truth: 2, Influence Score: 83014.1484375
Index: 9421, Salutary Label: 1, Ground Truth: 1, Influence Score: 24.416099548339844
Index: 9439, Salutary Label: 9, Ground Truth: 9, Influence Score: 1992252.5
Index: 9440, Salutary Label: 0, Ground Truth: 0, Influence Score: 2314.7568359375
Index: 9487, Salutary Label: 7, Ground Truth: 7, Influence Score: 4998.4443359375
Index: 9508, Salutary Label: 8, Ground Truth: 8, Influence Score: 130.34317016601562
Index: 9531, Salutary Label: 1, Ground Truth: 1, Influence Score: 42.65562057495117
Index: 9611, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.04544729366898537
Index: 9627, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.33233287930488586
Index: 9631, Salutary Label: 1, Ground Truth: 0, Influence Score: 701192.9375
Index: 9715, Salutary Label: 5, Ground Truth: 5, Influence Score: 142954.59375
Index: 9755, Salutary Label: 5, Ground Truth: 5, Influence Score: 1820142.625
Index: 9851, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0009446761105209589
Index: 9861, Salutary Label: 1, Ground Truth: 0, Influence Score: 1647405.0
Index: 9875, Salutary Label: 5, Ground Truth: 3, Influence Score: 823697.9375
Index: 9897, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.0014770731795579195
Index: 9931, Salutary Label: 1, Ground Truth: 1, Influence Score: 193.5399932861328
Index: 9979, Salutary Label: 9, Ground Truth: 9, Influence Score: 89732.78125
Index: 10007, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.224498987197876
Index: 10021, Salutary Label: 1, Ground Truth: 1, Influence Score: 25.13495445251465
Index: 10039, Salutary Label: 9, Ground Truth: 9, Influence Score: 87.3183364868164
Index: 10066, Salutary Label: 6, Ground Truth: 8, Influence Score: 160740.0
Index: 10141, Salutary Label: 1, Ground Truth: 1, Influence Score: 645.3819580078125
Index: 10180, Salutary Label: 0, Ground Truth: 0, Influence Score: 1.135730266571045
Index: 10221, Salutary Label: 1, Ground Truth: 1, Influence Score: 347885.3125
Index: 10261, Salutary Label: 1, Ground Truth: 1, Influence Score: 50134.9921875
Index: 10317, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.9852352142333984
Index: 10397, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.006938324775546789
Index: 10409, Salutary Label: 9, Ground Truth: 9, Influence Score: 201.82626342773438
Index: 10428, Salutary Label: 8, Ground Truth: 8, Influence Score: 8.043466567993164
Index: 10449, Salutary Label: 9, Ground Truth: 9, Influence Score: 205183.59375
Index: 10469, Salutary Label: 9, Ground Truth: 9, Influence Score: 187882.25
Index: 10481, Salutary Label: 1, Ground Truth: 1, Influence Score: 165616.75
Index: 10491, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.04076864570379257
Index: 10523, Salutary Label: 3, Ground Truth: 8, Influence Score: 893273.0
Index: 10541, Salutary Label: 1, Ground Truth: 1, Influence Score: 175800.328125
Index: 10558, Salutary Label: 8, Ground Truth: 8, Influence Score: 33.548221588134766
Index: 10561, Salutary Label: 1, Ground Truth: 1, Influence Score: 157.92318725585938
Index: 10591, Salutary Label: 1, Ground Truth: 1, Influence Score: 217858.1875
Index: 10621, Salutary Label: 1, Ground Truth: 1, Influence Score: 11.981307983398438
Index: 10644, Salutary Label: 4, Ground Truth: 4, Influence Score: 930667.625
Index: 10660, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.18324553966522217
Index: 10681, Salutary Label: 1, Ground Truth: 7, Influence Score: 1918443.375
Index: 10695, Salutary Label: 5, Ground Truth: 5, Influence Score: 553323.0625
Index: 10708, Salutary Label: 8, Ground Truth: 8, Influence Score: 105.24313354492188
Index: 10725, Salutary Label: 5, Ground Truth: 5, Influence Score: 17.595054626464844
Index: 10770, Salutary Label: 0, Ground Truth: 0, Influence Score: 2.9056880474090576
Index: 10813, Salutary Label: 3, Ground Truth: 5, Influence Score: 962517.75
Index: 10841, Salutary Label: 1, Ground Truth: 9, Influence Score: 200614.53125
Index: 10859, Salutary Label: 9, Ground Truth: 9, Influence Score: 225208.5625
