Index: 17, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.372232408262789e-05
Index: 1477, Salutary Label: 7, Ground Truth: 7, Influence Score: 44.31376266479492
Index: 1489, Salutary Label: 9, Ground Truth: 9, Influence Score: 1144846.25
Index: 1511, Salutary Label: 1, Ground Truth: 1, Influence Score: 23.128841400146484
Index: 1521, Salutary Label: 1, Ground Truth: 1, Influence Score: 11182.646484375
Index: 1539, Salutary Label: 9, Ground Truth: 9, Influence Score: 65781.3125
Index: 1549, Salutary Label: 9, Ground Truth: 9, Influence Score: 831620.625
Index: 1559, Salutary Label: 9, Ground Truth: 9, Influence Score: 34751.1328125
Index: 1565, Salutary Label: 5, Ground Truth: 5, Influence Score: 6677.533203125
Index: 1589, Salutary Label: 9, Ground Truth: 9, Influence Score: 129.2599334716797
Index: 1628, Salutary Label: 8, Ground Truth: 8, Influence Score: 434894.6875
Index: 1678, Salutary Label: 8, Ground Truth: 8, Influence Score: 89036.5234375
Index: 1689, Salutary Label: 9, Ground Truth: 9, Influence Score: 11288.998046875
Index: 1715, Salutary Label: 5, Ground Truth: 0, Influence Score: 1415421.125
Index: 1721, Salutary Label: 1, Ground Truth: 1, Influence Score: 1420.0810546875
Index: 1731, Salutary Label: 1, Ground Truth: 1, Influence Score: 32.017066955566406
Index: 1758, Salutary Label: 8, Ground Truth: 8, Influence Score: 21203.4921875
Index: 1765, Salutary Label: 5, Ground Truth: 2, Influence Score: 1670849.625
Index: 1775, Salutary Label: 5, Ground Truth: 4, Influence Score: 482649.25
Index: 1788, Salutary Label: 8, Ground Truth: 8, Influence Score: 188995.296875
Index: 1807, Salutary Label: 7, Ground Truth: 7, Influence Score: 19.008237838745117
Index: 1828, Salutary Label: 8, Ground Truth: 8, Influence Score: 147853.09375
Index: 1886, Salutary Label: 6, Ground Truth: 4, Influence Score: 1636386.375
Index: 1908, Salutary Label: 8, Ground Truth: 8, Influence Score: 182173.828125
Index: 1920, Salutary Label: 0, Ground Truth: 2, Influence Score: 1920311.0
Index: 1939, Salutary Label: 9, Ground Truth: 9, Influence Score: 44.9478759765625
Index: 1959, Salutary Label: 9, Ground Truth: 9, Influence Score: 41531.0546875
Index: 1991, Salutary Label: 1, Ground Truth: 1, Influence Score: 2453.169921875
Index: 2037, Salutary Label: 7, Ground Truth: 7, Influence Score: 15.616135597229004
Index: 2067, Salutary Label: 7, Ground Truth: 7, Influence Score: 12.789265632629395
Index: 2076, Salutary Label: 6, Ground Truth: 6, Influence Score: 674934.6875
Index: 2099, Salutary Label: 9, Ground Truth: 9, Influence Score: 148098.328125
Index: 2101, Salutary Label: 1, Ground Truth: 1, Influence Score: 2447.3388671875
Index: 2123, Salutary Label: 3, Ground Truth: 2, Influence Score: 218084.84375
Index: 2178, Salutary Label: 8, Ground Truth: 9, Influence Score: 413206.5
Index: 2199, Salutary Label: 9, Ground Truth: 9, Influence Score: 5179.0693359375
Index: 2239, Salutary Label: 9, Ground Truth: 9, Influence Score: 78356.3125
Index: 2249, Salutary Label: 9, Ground Truth: 0, Influence Score: 1936539.5
Index: 2296, Salutary Label: 6, Ground Truth: 6, Influence Score: 1436922.5
Index: 2300, Salutary Label: 0, Ground Truth: 6, Influence Score: 1742681.0
Index: 2348, Salutary Label: 8, Ground Truth: 8, Influence Score: 36688.8984375
Index: 2358, Salutary Label: 8, Ground Truth: 8, Influence Score: 164041.0
Index: 2411, Salutary Label: 1, Ground Truth: 1, Influence Score: 71.46226501464844
Index: 2421, Salutary Label: 1, Ground Truth: 1, Influence Score: 402.03369140625
Index: 2449, Salutary Label: 9, Ground Truth: 9, Influence Score: 728.505126953125
Index: 2451, Salutary Label: 1, Ground Truth: 1, Influence Score: 98.29757690429688
Index: 2477, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.45646995306015015
Index: 2487, Salutary Label: 7, Ground Truth: 7, Influence Score: 62.47895812988281
Index: 2498, Salutary Label: 8, Ground Truth: 1, Influence Score: 1116584.0
Index: 2517, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.41231632232666
Index: 2520, Salutary Label: 0, Ground Truth: 9, Influence Score: 1662502.0
Index: 2553, Salutary Label: 3, Ground Truth: 4, Influence Score: 1021164.0625
Index: 2573, Salutary Label: 3, Ground Truth: 4, Influence Score: 404494.5
Index: 2586, Salutary Label: 6, Ground Truth: 6, Influence Score: 309285.09375
Index: 2591, Salutary Label: 1, Ground Truth: 8, Influence Score: 34022.03125
Index: 2609, Salutary Label: 9, Ground Truth: 9, Influence Score: 106340.765625
Index: 2611, Salutary Label: 1, Ground Truth: 1, Influence Score: 38021.2890625
Index: 2630, Salutary Label: 0, Ground Truth: 0, Influence Score: 603263.8125
Index: 2641, Salutary Label: 1, Ground Truth: 1, Influence Score: 13966.4140625
Index: 2699, Salutary Label: 9, Ground Truth: 5, Influence Score: 46328.328125
Index: 2730, Salutary Label: 0, Ground Truth: 0, Influence Score: 133.16615295410156
Index: 2741, Salutary Label: 1, Ground Truth: 1, Influence Score: 24113.275390625
Index: 2756, Salutary Label: 6, Ground Truth: 6, Influence Score: 134414.046875
Index: 2783, Salutary Label: 3, Ground Truth: 3, Influence Score: 1384453.0
Index: 2791, Salutary Label: 1, Ground Truth: 4, Influence Score: 1206049.125
Index: 2826, Salutary Label: 6, Ground Truth: 6, Influence Score: 34504.49609375
Index: 2840, Salutary Label: 0, Ground Truth: 7, Influence Score: 1997574.75
Index: 2892, Salutary Label: 2, Ground Truth: 2, Influence Score: 48296.7421875
Index: 2921, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.03082120418548584
Index: 2941, Salutary Label: 1, Ground Truth: 1, Influence Score: 563.1803588867188
Index: 2959, Salutary Label: 9, Ground Truth: 9, Influence Score: 3.245701313018799
Index: 2962, Salutary Label: 2, Ground Truth: 2, Influence Score: 9329.3876953125
Index: 2978, Salutary Label: 8, Ground Truth: 8, Influence Score: 1510642.5
Index: 2980, Salutary Label: 0, Ground Truth: 9, Influence Score: 610751.75
Index: 2998, Salutary Label: 8, Ground Truth: 8, Influence Score: 941629.5
Index: 3011, Salutary Label: 1, Ground Truth: 1, Influence Score: 587081.875
Index: 3025, Salutary Label: 5, Ground Truth: 5, Influence Score: 669.3505249023438
Index: 3047, Salutary Label: 7, Ground Truth: 7, Influence Score: 154.27491760253906
Index: 3050, Salutary Label: 0, Ground Truth: 0, Influence Score: 903060.0
Index: 3066, Salutary Label: 6, Ground Truth: 7, Influence Score: 999908.0
Index: 3076, Salutary Label: 6, Ground Truth: 6, Influence Score: 58585.95703125
Index: 3084, Salutary Label: 4, Ground Truth: 4, Influence Score: 14597.630859375
Index: 3097, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.01328726764768362
Index: 3111, Salutary Label: 1, Ground Truth: 1, Influence Score: 524.87109375
Index: 3141, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.27695751190185547
Index: 3160, Salutary Label: 0, Ground Truth: 0, Influence Score: 100.7311019897461
Index: 3196, Salutary Label: 6, Ground Truth: 4, Influence Score: 1031629.625
Index: 3219, Salutary Label: 9, Ground Truth: 9, Influence Score: 5395.8740234375
Index: 3229, Salutary Label: 9, Ground Truth: 9, Influence Score: 164976.671875
Index: 3237, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.04477041959762573
Index: 3258, Salutary Label: 8, Ground Truth: 8, Influence Score: 21274.38671875
Index: 3286, Salutary Label: 6, Ground Truth: 6, Influence Score: 264990.625
Index: 3311, Salutary Label: 1, Ground Truth: 1, Influence Score: 884.1131591796875
Index: 3335, Salutary Label: 5, Ground Truth: 5, Influence Score: 42915.0546875
Index: 3351, Salutary Label: 1, Ground Truth: 1, Influence Score: 31934.0625
Index: 3370, Salutary Label: 0, Ground Truth: 8, Influence Score: 465670.5
Index: 3399, Salutary Label: 9, Ground Truth: 9, Influence Score: 175956.28125
Index: 3401, Salutary Label: 1, Ground Truth: 1, Influence Score: 250130.8125
Index: 3410, Salutary Label: 0, Ground Truth: 2, Influence Score: 279368.9375
Index: 3429, Salutary Label: 9, Ground Truth: 9, Influence Score: 29641.5703125
Index: 3437, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.8762143554340582e-06
Index: 3450, Salutary Label: 0, Ground Truth: 0, Influence Score: 6559.00146484375
Index: 3477, Salutary Label: 7, Ground Truth: 7, Influence Score: 16843.00390625
Index: 3480, Salutary Label: 0, Ground Truth: 0, Influence Score: 57.55706024169922
Index: 3499, Salutary Label: 9, Ground Truth: 1, Influence Score: 891213.25
Index: 3508, Salutary Label: 8, Ground Truth: 8, Influence Score: 590569.4375
Index: 3548, Salutary Label: 8, Ground Truth: 8, Influence Score: 1565000.375
Index: 3558, Salutary Label: 8, Ground Truth: 8, Influence Score: 427317.5625
Index: 3579, Salutary Label: 9, Ground Truth: 9, Influence Score: 1156.88916015625
Index: 3587, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.3746362030506134
Index: 3599, Salutary Label: 9, Ground Truth: 9, Influence Score: 12735.1328125
Index: 3624, Salutary Label: 4, Ground Truth: 4, Influence Score: 49617.73046875
Index: 3631, Salutary Label: 1, Ground Truth: 1, Influence Score: 10450.076171875
Index: 3659, Salutary Label: 9, Ground Truth: 9, Influence Score: 20736.490234375
Index: 3665, Salutary Label: 5, Ground Truth: 4, Influence Score: 569963.5
Index: 3670, Salutary Label: 0, Ground Truth: 0, Influence Score: 1080954.625
Index: 3688, Salutary Label: 8, Ground Truth: 8, Influence Score: 863532.0625
Index: 3698, Salutary Label: 8, Ground Truth: 8, Influence Score: 396022.125
Index: 3738, Salutary Label: 8, Ground Truth: 8, Influence Score: 5202.63330078125
Index: 3759, Salutary Label: 9, Ground Truth: 9, Influence Score: 67646.8203125
Index: 3799, Salutary Label: 9, Ground Truth: 9, Influence Score: 430153.125
Index: 3815, Salutary Label: 5, Ground Truth: 5, Influence Score: 60652.25
Index: 3826, Salutary Label: 6, Ground Truth: 6, Influence Score: 520150.8125
Index: 3850, Salutary Label: 0, Ground Truth: 0, Influence Score: 1635.3587646484375
Index: 3866, Salutary Label: 6, Ground Truth: 4, Influence Score: 625885.3125
Index: 3887, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.3476424217224121
Index: 3896, Salutary Label: 6, Ground Truth: 6, Influence Score: 202753.609375
Index: 3906, Salutary Label: 6, Ground Truth: 2, Influence Score: 1412030.5
Index: 3950, Salutary Label: 0, Ground Truth: 0, Influence Score: 395796.84375
Index: 4050, Salutary Label: 0, Ground Truth: 3, Influence Score: 14569.9443359375
Index: 4068, Salutary Label: 8, Ground Truth: 8, Influence Score: 672756.625
Index: 4071, Salutary Label: 1, Ground Truth: 1, Influence Score: 15143.6953125
Index: 4092, Salutary Label: 2, Ground Truth: 2, Influence Score: 13040.3134765625
Index: 4130, Salutary Label: 0, Ground Truth: 0, Influence Score: 2700.159912109375
Index: 4157, Salutary Label: 7, Ground Truth: 7, Influence Score: 156.964599609375
Index: 4162, Salutary Label: 2, Ground Truth: 2, Influence Score: 278624.3125
Index: 4171, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.9908175468444824
Index: 4244, Salutary Label: 4, Ground Truth: 4, Influence Score: 1475.9830322265625
Index: 4261, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.003340606577694416
Index: 4288, Salutary Label: 8, Ground Truth: 8, Influence Score: 4186.5146484375
Index: 4298, Salutary Label: 8, Ground Truth: 8, Influence Score: 314108.375
Index: 4301, Salutary Label: 1, Ground Truth: 1, Influence Score: 44.483245849609375
Index: 4312, Salutary Label: 2, Ground Truth: 2, Influence Score: 133107.84375
Index: 4348, Salutary Label: 8, Ground Truth: 8, Influence Score: 1446708.0
Index: 4365, Salutary Label: 5, Ground Truth: 5, Influence Score: 268799.59375
Index: 4436, Salutary Label: 6, Ground Truth: 6, Influence Score: 1233535.0
Index: 4441, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.20108377933502197
Index: 4489, Salutary Label: 9, Ground Truth: 9, Influence Score: 171611.265625
Index: 4492, Salutary Label: 2, Ground Truth: 2, Influence Score: 379546.71875
Index: 4549, Salutary Label: 9, Ground Truth: 9, Influence Score: 385380.0
Index: 4559, Salutary Label: 9, Ground Truth: 9, Influence Score: 31481.81640625
Index: 4568, Salutary Label: 8, Ground Truth: 8, Influence Score: 1548873.25
Index: 4571, Salutary Label: 1, Ground Truth: 1, Influence Score: 209712.828125
Index: 4585, Salutary Label: 5, Ground Truth: 4, Influence Score: 1360860.875
Index: 4591, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.287114143371582
Index: 4604, Salutary Label: 4, Ground Truth: 4, Influence Score: 1698359.125
Index: 4626, Salutary Label: 6, Ground Truth: 6, Influence Score: 795153.3125
Index: 4651, Salutary Label: 1, Ground Truth: 1, Influence Score: 55088.4609375
Index: 4664, Salutary Label: 4, Ground Truth: 4, Influence Score: 1459.78759765625
Index: 4671, Salutary Label: 1, Ground Truth: 1, Influence Score: 115069.71875
Index: 4699, Salutary Label: 9, Ground Truth: 9, Influence Score: 720884.5
Index: 4705, Salutary Label: 5, Ground Truth: 5, Influence Score: 7353.12451171875
Index: 4725, Salutary Label: 5, Ground Truth: 5, Influence Score: 350238.46875
Index: 4741, Salutary Label: 1, Ground Truth: 1, Influence Score: 328.6612548828125
Index: 4807, Salutary Label: 7, Ground Truth: 7, Influence Score: 38.22632598876953
Index: 4850, Salutary Label: 0, Ground Truth: 6, Influence Score: 67170.65625
Index: 4868, Salutary Label: 8, Ground Truth: 8, Influence Score: 389305.625
Index: 4887, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.565064430236816
Index: 4908, Salutary Label: 8, Ground Truth: 8, Influence Score: 1588319.25
Index: 4968, Salutary Label: 8, Ground Truth: 8, Influence Score: 177.91943359375
Index: 4971, Salutary Label: 1, Ground Truth: 1, Influence Score: 4549.919921875
Index: 5009, Salutary Label: 9, Ground Truth: 9, Influence Score: 21649.41015625
Index: 5016, Salutary Label: 6, Ground Truth: 6, Influence Score: 1987521.5
Index: 5026, Salutary Label: 6, Ground Truth: 7, Influence Score: 1032880.875
Index: 5048, Salutary Label: 8, Ground Truth: 8, Influence Score: 86219.9375
Index: 5054, Salutary Label: 4, Ground Truth: 4, Influence Score: 73180.2890625
Index: 5063, Salutary Label: 3, Ground Truth: 3, Influence Score: 1862753.125
Index: 5106, Salutary Label: 6, Ground Truth: 6, Influence Score: 912743.375
Index: 5119, Salutary Label: 9, Ground Truth: 9, Influence Score: 3020.093994140625
Index: 5137, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.502743721008301
Index: 5156, Salutary Label: 6, Ground Truth: 6, Influence Score: 260829.59375
Index: 5163, Salutary Label: 3, Ground Truth: 7, Influence Score: 1316009.375
Index: 5210, Salutary Label: 0, Ground Truth: 0, Influence Score: 41879.6171875
Index: 5221, Salutary Label: 1, Ground Truth: 1, Influence Score: 14.214858055114746
Index: 5238, Salutary Label: 8, Ground Truth: 8, Influence Score: 781269.0
Index: 5278, Salutary Label: 8, Ground Truth: 1, Influence Score: 1754105.0
Index: 5305, Salutary Label: 5, Ground Truth: 5, Influence Score: 1723866.0
Index: 5318, Salutary Label: 8, Ground Truth: 8, Influence Score: 1437588.5
Index: 5336, Salutary Label: 6, Ground Truth: 2, Influence Score: 1026990.375
Index: 5361, Salutary Label: 1, Ground Truth: 1, Influence Score: 64.6072998046875
Index: 5371, Salutary Label: 1, Ground Truth: 1, Influence Score: 1116.62060546875
Index: 5398, Salutary Label: 8, Ground Truth: 8, Influence Score: 19467.287109375
Index: 5448, Salutary Label: 8, Ground Truth: 1, Influence Score: 1390583.0
Index: 5475, Salutary Label: 5, Ground Truth: 5, Influence Score: 22.15691566467285
Index: 5497, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0028129983693361282
Index: 5534, Salutary Label: 4, Ground Truth: 2, Influence Score: 4273.05908203125
Index: 5541, Salutary Label: 1, Ground Truth: 9, Influence Score: 392436.125
Index: 5564, Salutary Label: 4, Ground Truth: 4, Influence Score: 202905.65625
Index: 5600, Salutary Label: 0, Ground Truth: 0, Influence Score: 53769.81640625
Index: 5625, Salutary Label: 5, Ground Truth: 5, Influence Score: 308773.5625
Index: 5633, Salutary Label: 3, Ground Truth: 0, Influence Score: 823857.0
Index: 5651, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.8005709648132324
Index: 5666, Salutary Label: 6, Ground Truth: 4, Influence Score: 1149134.0
Index: 5690, Salutary Label: 0, Ground Truth: 0, Influence Score: 9378.0625
Index: 5718, Salutary Label: 8, Ground Truth: 8, Influence Score: 736.6461791992188
Index: 5720, Salutary Label: 0, Ground Truth: 9, Influence Score: 551954.75
Index: 5737, Salutary Label: 7, Ground Truth: 7, Influence Score: 42.17729949951172
Index: 5751, Salutary Label: 1, Ground Truth: 1, Influence Score: 133400.75
Index: 5771, Salutary Label: 1, Ground Truth: 1, Influence Score: 1461.80908203125
Index: 5786, Salutary Label: 6, Ground Truth: 6, Influence Score: 3063.941650390625
Index: 5797, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0009103370830416679
Index: 5846, Salutary Label: 6, Ground Truth: 6, Influence Score: 521918.125
Index: 5860, Salutary Label: 0, Ground Truth: 7, Influence Score: 1872822.25
Index: 5886, Salutary Label: 6, Ground Truth: 6, Influence Score: 13386.30859375
Index: 5916, Salutary Label: 6, Ground Truth: 6, Influence Score: 224687.328125
Index: 5920, Salutary Label: 0, Ground Truth: 1, Influence Score: 365012.9375
Index: 5944, Salutary Label: 4, Ground Truth: 4, Influence Score: 5914.6767578125
Index: 5951, Salutary Label: 1, Ground Truth: 1, Influence Score: 665.243408203125
Index: 5995, Salutary Label: 5, Ground Truth: 5, Influence Score: 6272.0419921875
Index: 6019, Salutary Label: 9, Ground Truth: 9, Influence Score: 145144.84375
Index: 6029, Salutary Label: 9, Ground Truth: 9, Influence Score: 180.701416015625
Index: 6031, Salutary Label: 1, Ground Truth: 1, Influence Score: 292.84942626953125
Index: 6056, Salutary Label: 6, Ground Truth: 6, Influence Score: 510282.53125
Index: 6083, Salutary Label: 3, Ground Truth: 5, Influence Score: 457515.8125
Index: 6108, Salutary Label: 8, Ground Truth: 8, Influence Score: 1288735.5
Index: 6119, Salutary Label: 9, Ground Truth: 1, Influence Score: 88847.28125
Index: 6167, Salutary Label: 7, Ground Truth: 7, Influence Score: 9.471834182739258
Index: 6191, Salutary Label: 1, Ground Truth: 1, Influence Score: 1268.567626953125
Index: 6201, Salutary Label: 1, Ground Truth: 1, Influence Score: 82363.203125
Index: 6210, Salutary Label: 0, Ground Truth: 0, Influence Score: 125.84607696533203
Index: 6237, Salutary Label: 7, Ground Truth: 7, Influence Score: 412.0295715332031
Index: 6258, Salutary Label: 8, Ground Truth: 8, Influence Score: 929.241455078125
Index: 6276, Salutary Label: 6, Ground Truth: 6, Influence Score: 1258594.75
Index: 6285, Salutary Label: 5, Ground Truth: 2, Influence Score: 1823979.875
Index: 6304, Salutary Label: 4, Ground Truth: 4, Influence Score: 3420.395263671875
Index: 6336, Salutary Label: 6, Ground Truth: 6, Influence Score: 1191504.5
Index: 6377, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.5910577774047852
Index: 6396, Salutary Label: 6, Ground Truth: 4, Influence Score: 1870375.5
Index: 6407, Salutary Label: 7, Ground Truth: 7, Influence Score: 330.7381896972656
Index: 6439, Salutary Label: 9, Ground Truth: 9, Influence Score: 728808.25
Index: 6479, Salutary Label: 9, Ground Truth: 9, Influence Score: 15304.05078125
Index: 6491, Salutary Label: 1, Ground Truth: 1, Influence Score: 368.9248962402344
Index: 6521, Salutary Label: 1, Ground Truth: 1, Influence Score: 46516.17578125
Index: 6560, Salutary Label: 0, Ground Truth: 0, Influence Score: 694249.25
Index: 6579, Salutary Label: 9, Ground Truth: 9, Influence Score: 207762.375
Index: 6609, Salutary Label: 9, Ground Truth: 9, Influence Score: 2934.74951171875
Index: 6611, Salutary Label: 1, Ground Truth: 1, Influence Score: 22.74733543395996
Index: 6639, Salutary Label: 9, Ground Truth: 9, Influence Score: 257.8145446777344
Index: 6655, Salutary Label: 5, Ground Truth: 7, Influence Score: 1780299.5
Index: 6686, Salutary Label: 6, Ground Truth: 4, Influence Score: 646968.5
Index: 6696, Salutary Label: 6, Ground Truth: 6, Influence Score: 338402.21875
Index: 6728, Salutary Label: 8, Ground Truth: 9, Influence Score: 1891055.0
Index: 6798, Salutary Label: 8, Ground Truth: 8, Influence Score: 501983.5625
Index: 6825, Salutary Label: 5, Ground Truth: 7, Influence Score: 1102901.75
Index: 6839, Salutary Label: 9, Ground Truth: 9, Influence Score: 3352.340576171875
Index: 6846, Salutary Label: 6, Ground Truth: 6, Influence Score: 35944.12890625
Index: 6858, Salutary Label: 8, Ground Truth: 8, Influence Score: 1146125.0
Index: 6861, Salutary Label: 1, Ground Truth: 1, Influence Score: 211.99041748046875
Index: 6877, Salutary Label: 7, Ground Truth: 7, Influence Score: 7.615583896636963
Index: 6881, Salutary Label: 1, Ground Truth: 1, Influence Score: 9561.40234375
Index: 6921, Salutary Label: 1, Ground Truth: 1, Influence Score: 180.30349731445312
Index: 6939, Salutary Label: 9, Ground Truth: 9, Influence Score: 784.945556640625
Index: 6951, Salutary Label: 1, Ground Truth: 1, Influence Score: 1281.6646728515625
Index: 6968, Salutary Label: 8, Ground Truth: 0, Influence Score: 780119.25
Index: 6979, Salutary Label: 9, Ground Truth: 9, Influence Score: 27.48038673400879
Index: 7015, Salutary Label: 5, Ground Truth: 5, Influence Score: 22.959423065185547
Index: 7029, Salutary Label: 9, Ground Truth: 5, Influence Score: 514459.6875
Index: 7078, Salutary Label: 8, Ground Truth: 8, Influence Score: 1965043.0
Index: 7081, Salutary Label: 1, Ground Truth: 1, Influence Score: 145.81761169433594
Index: 7090, Salutary Label: 0, Ground Truth: 0, Influence Score: 48545.859375
Index: 7108, Salutary Label: 8, Ground Truth: 1, Influence Score: 1529196.625
Index: 7128, Salutary Label: 8, Ground Truth: 8, Influence Score: 149816.5625
Index: 7136, Salutary Label: 6, Ground Truth: 2, Influence Score: 1008178.0625
Index: 7189, Salutary Label: 9, Ground Truth: 9, Influence Score: 261.2070617675781
Index: 7198, Salutary Label: 8, Ground Truth: 8, Influence Score: 612718.6875
Index: 7201, Salutary Label: 1, Ground Truth: 1, Influence Score: 197563.90625
Index: 7211, Salutary Label: 1, Ground Truth: 1, Influence Score: 7834.14404296875
