Index: 21, Salutary Label: 1, Ground Truth: 1, Influence Score: 6.87368301441893e-05
Index: 1000, Salutary Label: 0, Ground Truth: 2, Influence Score: 146.06361389160156
Index: 1025, Salutary Label: 5, Ground Truth: 5, Influence Score: 448153.46875
Index: 1069, Salutary Label: 9, Ground Truth: 9, Influence Score: 1.7279415130615234
Index: 1091, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.699071407318115
Index: 1111, Salutary Label: 1, Ground Truth: 1, Influence Score: 36.070159912109375
Index: 1155, Salutary Label: 5, Ground Truth: 5, Influence Score: 50925.83984375
Index: 1192, Salutary Label: 2, Ground Truth: 2, Influence Score: 4045.09619140625
Index: 1200, Salutary Label: 0, Ground Truth: 0, Influence Score: 864.4820556640625
Index: 1219, Salutary Label: 9, Ground Truth: 9, Influence Score: 6754.2626953125
Index: 1221, Salutary Label: 1, Ground Truth: 1, Influence Score: 9.647382736206055
Index: 1259, Salutary Label: 9, Ground Truth: 9, Influence Score: 220.7261199951172
Index: 1290, Salutary Label: 0, Ground Truth: 0, Influence Score: 220962.90625
Index: 1312, Salutary Label: 2, Ground Truth: 7, Influence Score: 1143072.375
Index: 1330, Salutary Label: 0, Ground Truth: 0, Influence Score: 30476.046875
Index: 1340, Salutary Label: 0, Ground Truth: 8, Influence Score: 849041.25
Index: 1357, Salutary Label: 7, Ground Truth: 4, Influence Score: 51621.25
Index: 1371, Salutary Label: 1, Ground Truth: 1, Influence Score: 141451.0625
Index: 1389, Salutary Label: 9, Ground Truth: 9, Influence Score: 103804.1875
Index: 1402, Salutary Label: 2, Ground Truth: 2, Influence Score: 8479.4697265625
Index: 1429, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.019163355231285095
Index: 1450, Salutary Label: 0, Ground Truth: 2, Influence Score: 2912.613037109375
Index: 1488, Salutary Label: 8, Ground Truth: 8, Influence Score: 263.67877197265625
Index: 1508, Salutary Label: 8, Ground Truth: 8, Influence Score: 6.482923984527588
Index: 1527, Salutary Label: 7, Ground Truth: 4, Influence Score: 1594043.875
Index: 1535, Salutary Label: 5, Ground Truth: 5, Influence Score: 103092.6875
Index: 1600, Salutary Label: 0, Ground Truth: 0, Influence Score: 1486.396240234375
Index: 1610, Salutary Label: 0, Ground Truth: 0, Influence Score: 909.0443115234375
Index: 1623, Salutary Label: 3, Ground Truth: 4, Influence Score: 979640.5625
Index: 1691, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.827220916748047
Index: 1709, Salutary Label: 9, Ground Truth: 9, Influence Score: 526347.75
Index: 1750, Salutary Label: 0, Ground Truth: 0, Influence Score: 34900.7890625
Index: 1769, Salutary Label: 9, Ground Truth: 9, Influence Score: 79.01544189453125
Index: 1771, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.022523805499076843
Index: 1780, Salutary Label: 0, Ground Truth: 0, Influence Score: 230.5311737060547
Index: 1791, Salutary Label: 1, Ground Truth: 1, Influence Score: 1081893.5
Index: 1809, Salutary Label: 9, Ground Truth: 9, Influence Score: 56816.4453125
Index: 1810, Salutary Label: 0, Ground Truth: 0, Influence Score: 13.333701133728027
Index: 1831, Salutary Label: 1, Ground Truth: 1, Influence Score: 701.464599609375
Index: 1841, Salutary Label: 1, Ground Truth: 0, Influence Score: 342315.5
Index: 1858, Salutary Label: 8, Ground Truth: 8, Influence Score: 117913.578125
Index: 1871, Salutary Label: 1, Ground Truth: 1, Influence Score: 22984.642578125
Index: 1897, Salutary Label: 7, Ground Truth: 7, Influence Score: 600624.1875
Index: 1901, Salutary Label: 1, Ground Truth: 1, Influence Score: 954587.125
Index: 1910, Salutary Label: 0, Ground Truth: 0, Influence Score: 2.434957981109619
Index: 2021, Salutary Label: 1, Ground Truth: 1, Influence Score: 6.93666038387164e-07
Index: 2041, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.008627979084849358
Index: 2074, Salutary Label: 4, Ground Truth: 4, Influence Score: -0.003452582750469446
Index: 2082, Salutary Label: 2, Ground Truth: 2, Influence Score: 1110.85107421875
Index: 2100, Salutary Label: 0, Ground Truth: 0, Influence Score: 1440026.375
Index: 2111, Salutary Label: 1, Ground Truth: 1, Influence Score: 8.390607035835274e-07
Index: 2133, Salutary Label: 3, Ground Truth: 3, Influence Score: 81814.34375
Index: 2147, Salutary Label: 7, Ground Truth: 7, Influence Score: 329075.28125
Index: 2204, Salutary Label: 4, Ground Truth: 4, Influence Score: 287371.75
Index: 2231, Salutary Label: 1, Ground Truth: 1, Influence Score: 83.49586486816406
Index: 2247, Salutary Label: 7, Ground Truth: 2, Influence Score: 1445620.0
Index: 2250, Salutary Label: 0, Ground Truth: 0, Influence Score: 1030.2841796875
Index: 2272, Salutary Label: 2, Ground Truth: 2, Influence Score: 73011.2109375
Index: 2288, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.07516289502382278
Index: 2329, Salutary Label: 9, Ground Truth: 9, Influence Score: 1509.58642578125
Index: 2350, Salutary Label: 0, Ground Truth: 0, Influence Score: 1030304.25
Index: 2375, Salutary Label: 5, Ground Truth: 5, Influence Score: 41479.97265625
Index: 2380, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.07372552156448364
Index: 2394, Salutary Label: 4, Ground Truth: 4, Influence Score: 119.81117248535156
Index: 2401, Salutary Label: 1, Ground Truth: 1, Influence Score: 30.63150405883789
Index: 2411, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.565876007080078
Index: 2441, Salutary Label: 1, Ground Truth: 1, Influence Score: 276.6391906738281
Index: 2469, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.005776052828878164
Index: 2472, Salutary Label: 2, Ground Truth: 4, Influence Score: 7443.154296875
Index: 2481, Salutary Label: 1, Ground Truth: 1, Influence Score: 6380.23876953125
Index: 2492, Salutary Label: 2, Ground Truth: 2, Influence Score: 720707.3125
Index: 2544, Salutary Label: 4, Ground Truth: 4, Influence Score: 47223.37109375
Index: 2569, Salutary Label: 9, Ground Truth: 4, Influence Score: 1857159.5
Index: 2577, Salutary Label: 7, Ground Truth: 7, Influence Score: 315524.40625
Index: 2627, Salutary Label: 7, Ground Truth: 7, Influence Score: 505614.34375
Index: 2649, Salutary Label: 9, Ground Truth: 9, Influence Score: 3371.181640625
Index: 2659, Salutary Label: 9, Ground Truth: 0, Influence Score: 109127.90625
Index: 2679, Salutary Label: 9, Ground Truth: 2, Influence Score: 1769214.5
Index: 2687, Salutary Label: 7, Ground Truth: 5, Influence Score: 185647.703125
Index: 2717, Salutary Label: 7, Ground Truth: 7, Influence Score: 13574.2353515625
Index: 2735, Salutary Label: 5, Ground Truth: 5, Influence Score: 136959.296875
Index: 2760, Salutary Label: 0, Ground Truth: 0, Influence Score: 716787.6875
Index: 2811, Salutary Label: 1, Ground Truth: 8, Influence Score: 72406.890625
Index: 2858, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.8537684679031372
Index: 2892, Salutary Label: 2, Ground Truth: 2, Influence Score: 1287926.25
Index: 3009, Salutary Label: 9, Ground Truth: 8, Influence Score: 1661653.0
Index: 3025, Salutary Label: 5, Ground Truth: 5, Influence Score: 1157613.125
Index: 3041, Salutary Label: 1, Ground Truth: 8, Influence Score: 468025.0
Index: 3098, Salutary Label: 8, Ground Truth: 8, Influence Score: 24.428939819335938
Index: 3148, Salutary Label: 8, Ground Truth: 8, Influence Score: 178.35498046875
Index: 3161, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.915710451314226e-05
Index: 3199, Salutary Label: 9, Ground Truth: 9, Influence Score: 71.9920654296875
Index: 3237, Salutary Label: 7, Ground Truth: 4, Influence Score: 1547300.75
Index: 3251, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.482222281396389e-05
Index: 3262, Salutary Label: 2, Ground Truth: 2, Influence Score: 182.6978759765625
Index: 3294, Salutary Label: 4, Ground Truth: 4, Influence Score: 304529.3125
Index: 3351, Salutary Label: 1, Ground Truth: 8, Influence Score: 1552606.0
Index: 3399, Salutary Label: 9, Ground Truth: 9, Influence Score: 29.121490478515625
Index: 3411, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.015859946608543396
Index: 3452, Salutary Label: 2, Ground Truth: 2, Influence Score: 3313.60400390625
Index: 3468, Salutary Label: 8, Ground Truth: 8, Influence Score: 24.35587501525879
Index: 3481, Salutary Label: 1, Ground Truth: 1, Influence Score: 71097.59375
Index: 3532, Salutary Label: 2, Ground Truth: 2, Influence Score: 11.88693904876709
Index: 3545, Salutary Label: 5, Ground Truth: 4, Influence Score: 340407.34375
Index: 3559, Salutary Label: 9, Ground Truth: 9, Influence Score: 10.662036895751953
Index: 3620, Salutary Label: 0, Ground Truth: 5, Influence Score: 1943642.125
Index: 3649, Salutary Label: 9, Ground Truth: 8, Influence Score: 1564083.0
Index: 3650, Salutary Label: 0, Ground Truth: 0, Influence Score: 2.6103062629699707
Index: 3672, Salutary Label: 2, Ground Truth: 0, Influence Score: 78900.09375
Index: 3680, Salutary Label: 0, Ground Truth: 0, Influence Score: 326085.40625
Index: 3690, Salutary Label: 0, Ground Truth: 0, Influence Score: 14703.162109375
Index: 3710, Salutary Label: 0, Ground Truth: 0, Influence Score: 459.82281494140625
Index: 3738, Salutary Label: 8, Ground Truth: 8, Influence Score: 34.20904541015625
Index: 3747, Salutary Label: 7, Ground Truth: 3, Influence Score: 1888081.75
Index: 3769, Salutary Label: 9, Ground Truth: 9, Influence Score: 553.9998168945312
Index: 3837, Salutary Label: 7, Ground Truth: 7, Influence Score: 945202.0625
Index: 3851, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.00031889398815110326
Index: 3869, Salutary Label: 9, Ground Truth: 9, Influence Score: 9116.900390625
Index: 3901, Salutary Label: 1, Ground Truth: 1, Influence Score: 25.11690330505371
Index: 3910, Salutary Label: 0, Ground Truth: 0, Influence Score: 1045.547607421875
Index: 3951, Salutary Label: 1, Ground Truth: 1, Influence Score: 13.048733711242676
Index: 3968, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.04452558979392052
Index: 3970, Salutary Label: 0, Ground Truth: 0, Influence Score: 96707.765625
Index: 4000, Salutary Label: 0, Ground Truth: 4, Influence Score: 178852.21875
Index: 4039, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.3066408634185791
Index: 4078, Salutary Label: 8, Ground Truth: 8, Influence Score: 51.312496185302734
Index: 4129, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.3364098072052002
Index: 4173, Salutary Label: 3, Ground Truth: 3, Influence Score: 3975.8076171875
Index: 4189, Salutary Label: 9, Ground Truth: 9, Influence Score: -2.7855858206748962e-06
Index: 4197, Salutary Label: 7, Ground Truth: 7, Influence Score: 1163219.25
Index: 4219, Salutary Label: 9, Ground Truth: 9, Influence Score: 176533.84375
Index: 4227, Salutary Label: 7, Ground Truth: 7, Influence Score: 1820765.0
Index: 4237, Salutary Label: 7, Ground Truth: 7, Influence Score: 203640.125
Index: 4299, Salutary Label: 9, Ground Truth: 9, Influence Score: 3304.227783203125
Index: 4347, Salutary Label: 7, Ground Truth: 4, Influence Score: 1731091.25
Index: 4360, Salutary Label: 0, Ground Truth: 8, Influence Score: 1453072.0
Index: 4378, Salutary Label: 8, Ground Truth: 8, Influence Score: 6.9125847816467285
Index: 4382, Salutary Label: 2, Ground Truth: 2, Influence Score: 0.3449625074863434
Index: 4391, Salutary Label: 1, Ground Truth: 1, Influence Score: 797.287109375
Index: 4400, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.0007585225393995643
Index: 4429, Salutary Label: 9, Ground Truth: 1, Influence Score: 242081.5
Index: 4431, Salutary Label: 1, Ground Truth: 1, Influence Score: 1.646612446393192e-07
Index: 4449, Salutary Label: 9, Ground Truth: 9, Influence Score: 922.0347900390625
Index: 4485, Salutary Label: 5, Ground Truth: 5, Influence Score: 3028.1845703125
Index: 4499, Salutary Label: 9, Ground Truth: 9, Influence Score: 2.7076542377471924
Index: 4602, Salutary Label: 2, Ground Truth: 2, Influence Score: 1047362.875
Index: 4610, Salutary Label: 0, Ground Truth: 0, Influence Score: 19.78183364868164
Index: 4651, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.00012269269791431725
Index: 4665, Salutary Label: 5, Ground Truth: 1, Influence Score: 60181.296875
Index: 4689, Salutary Label: 9, Ground Truth: 2, Influence Score: 235820.96875
Index: 4691, Salutary Label: 1, Ground Truth: 1, Influence Score: 37206.92578125
Index: 4701, Salutary Label: 1, Ground Truth: 1, Influence Score: 739.5166015625
Index: 4742, Salutary Label: 2, Ground Truth: 6, Influence Score: 6728.2021484375
Index: 4791, Salutary Label: 1, Ground Truth: 1, Influence Score: 2512.2333984375
Index: 4810, Salutary Label: 0, Ground Truth: 0, Influence Score: 16.263397216796875
Index: 4829, Salutary Label: 9, Ground Truth: 9, Influence Score: 6317.95849609375
Index: 4842, Salutary Label: 2, Ground Truth: 4, Influence Score: 1087744.875
Index: 4851, Salutary Label: 1, Ground Truth: 1, Influence Score: 48.07248306274414
Index: 4882, Salutary Label: 2, Ground Truth: 2, Influence Score: 332.29248046875
Index: 4941, Salutary Label: 1, Ground Truth: 1, Influence Score: 376.96270751953125
Index: 4950, Salutary Label: 0, Ground Truth: 0, Influence Score: 172.85189819335938
Index: 4970, Salutary Label: 0, Ground Truth: 0, Influence Score: 2579.20654296875
Index: 5020, Salutary Label: 0, Ground Truth: 0, Influence Score: 1663.8857421875
Index: 5065, Salutary Label: 5, Ground Truth: 5, Influence Score: 19311.22265625
Index: 5091, Salutary Label: 1, Ground Truth: 1, Influence Score: 21074.61328125
Index: 5105, Salutary Label: 5, Ground Truth: 3, Influence Score: 1628293.25
Index: 5135, Salutary Label: 5, Ground Truth: 5, Influence Score: 6598.65576171875
Index: 5145, Salutary Label: 5, Ground Truth: 5, Influence Score: 1789867.375
Index: 5180, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.17429056763648987
Index: 5190, Salutary Label: 0, Ground Truth: 0, Influence Score: 13.344326972961426
Index: 5225, Salutary Label: 5, Ground Truth: 5, Influence Score: 35001.03125
Index: 5259, Salutary Label: 9, Ground Truth: 9, Influence Score: 35960.46484375
Index: 5307, Salutary Label: 7, Ground Truth: 8, Influence Score: 1353709.0
Index: 5323, Salutary Label: 3, Ground Truth: 8, Influence Score: 2881.062744140625
Index: 5350, Salutary Label: 0, Ground Truth: 0, Influence Score: 17199.291015625
Index: 5381, Salutary Label: 1, Ground Truth: 8, Influence Score: 951856.0
Index: 5410, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.05315184220671654
Index: 5427, Salutary Label: 7, Ground Truth: 7, Influence Score: 54087.171875
Index: 5438, Salutary Label: 8, Ground Truth: 8, Influence Score: 628.762939453125
Index: 5440, Salutary Label: 0, Ground Truth: 0, Influence Score: 10757.873046875
Index: 5471, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.00966026820242405
Index: 5481, Salutary Label: 1, Ground Truth: 1, Influence Score: 507004.8125
Index: 5500, Salutary Label: 0, Ground Truth: 0, Influence Score: 1.777817964553833
Index: 5529, Salutary Label: 9, Ground Truth: 9, Influence Score: 192429.40625
Index: 5569, Salutary Label: 9, Ground Truth: 9, Influence Score: 23710.021484375
Index: 5579, Salutary Label: 9, Ground Truth: 9, Influence Score: 486.2784729003906
Index: 5581, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.68475079536438
Index: 5597, Salutary Label: 7, Ground Truth: 7, Influence Score: 50204.265625
Index: 5608, Salutary Label: 8, Ground Truth: 8, Influence Score: 2.209127902984619
Index: 5618, Salutary Label: 8, Ground Truth: 8, Influence Score: 19.378944396972656
Index: 5627, Salutary Label: 7, Ground Truth: 7, Influence Score: 327459.28125
Index: 5659, Salutary Label: 9, Ground Truth: 8, Influence Score: 1779820.0
Index: 5661, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.006654919125139713
Index: 5719, Salutary Label: 9, Ground Truth: 9, Influence Score: 152481.359375
Index: 5730, Salutary Label: 0, Ground Truth: 0, Influence Score: 738209.125
Index: 5749, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.11610826849937439
Index: 5771, Salutary Label: 1, Ground Truth: 1, Influence Score: 9716.3076171875
Index: 5787, Salutary Label: 7, Ground Truth: 5, Influence Score: 1752228.25
Index: 5795, Salutary Label: 5, Ground Truth: 5, Influence Score: 1388.343505859375
Index: 5802, Salutary Label: 2, Ground Truth: 9, Influence Score: 268295.53125
Index: 5830, Salutary Label: 0, Ground Truth: 0, Influence Score: 4.339246061135782e-06
Index: 5841, Salutary Label: 1, Ground Truth: 1, Influence Score: 25996.150390625
Index: 5858, Salutary Label: 8, Ground Truth: 8, Influence Score: 6.60002326965332
Index: 5865, Salutary Label: 5, Ground Truth: 5, Influence Score: 12879.1240234375
Index: 5922, Salutary Label: 2, Ground Truth: 6, Influence Score: 1406536.25
Index: 5941, Salutary Label: 1, Ground Truth: 1, Influence Score: 3521.9208984375
Index: 5985, Salutary Label: 5, Ground Truth: 5, Influence Score: 643407.9375
Index: 6030, Salutary Label: 0, Ground Truth: 8, Influence Score: 1853059.5
Index: 6041, Salutary Label: 1, Ground Truth: 1, Influence Score: 7617.56005859375
Index: 6061, Salutary Label: 1, Ground Truth: 1, Influence Score: 133047.609375
Index: 6089, Salutary Label: 9, Ground Truth: 9, Influence Score: 142.1450653076172
Index: 6099, Salutary Label: 9, Ground Truth: 9, Influence Score: 74.62203979492188
Index: 6121, Salutary Label: 1, Ground Truth: 1, Influence Score: 107.02583312988281
Index: 6132, Salutary Label: 2, Ground Truth: 2, Influence Score: 578552.0
Index: 6145, Salutary Label: 5, Ground Truth: 5, Influence Score: 224709.578125
Index: 6154, Salutary Label: 4, Ground Truth: 4, Influence Score: 43835.1640625
Index: 6169, Salutary Label: 9, Ground Truth: 9, Influence Score: 59.81270980834961
Index: 6177, Salutary Label: 7, Ground Truth: 5, Influence Score: 177484.734375
Index: 6182, Salutary Label: 2, Ground Truth: 2, Influence Score: 0.00505949417129159
Index: 6203, Salutary Label: 3, Ground Truth: 3, Influence Score: 13515.283203125
Index: 6233, Salutary Label: 3, Ground Truth: 6, Influence Score: 80892.75
Index: 6269, Salutary Label: 9, Ground Truth: 9, Influence Score: 6.1844916343688965
Index: 6310, Salutary Label: 0, Ground Truth: 0, Influence Score: 39023.0546875
Index: 6329, Salutary Label: 9, Ground Truth: 9, Influence Score: 1117.3560791015625
Index: 6347, Salutary Label: 7, Ground Truth: 7, Influence Score: 1176380.75
Index: 6369, Salutary Label: 9, Ground Truth: 9, Influence Score: 782.1731567382812
Index: 6402, Salutary Label: 2, Ground Truth: 5, Influence Score: 737102.625
Index: 6419, Salutary Label: 9, Ground Truth: 9, Influence Score: 32.24984359741211
Index: 6449, Salutary Label: 9, Ground Truth: 0, Influence Score: 170.52206420898438
Index: 6469, Salutary Label: 9, Ground Truth: 8, Influence Score: 932360.5
Index: 6471, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.036661356687545776
Index: 6499, Salutary Label: 9, Ground Truth: 9, Influence Score: 391.6039123535156
Index: 6518, Salutary Label: 8, Ground Truth: 8, Influence Score: 3.8503875732421875
Index: 6538, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.012227220460772514
Index: 6558, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.3162420690059662
Index: 6584, Salutary Label: 4, Ground Truth: 4, Influence Score: 202.53262329101562
Index: 6592, Salutary Label: 2, Ground Truth: 2, Influence Score: 183570.078125
Index: 6608, Salutary Label: 8, Ground Truth: 9, Influence Score: 61058.21875
Index: 6621, Salutary Label: 1, Ground Truth: 1, Influence Score: 66.52400970458984
Index: 6631, Salutary Label: 1, Ground Truth: 1, Influence Score: 21807.671875
Index: 6647, Salutary Label: 7, Ground Truth: 4, Influence Score: 782976.5
Index: 6650, Salutary Label: 0, Ground Truth: 0, Influence Score: 77970.0859375
Index: 6681, Salutary Label: 1, Ground Truth: 1, Influence Score: 6.043485641479492
Index: 6699, Salutary Label: 9, Ground Truth: 9, Influence Score: 8144.49609375
Index: 6761, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.005988423712551594
Index: 6779, Salutary Label: 9, Ground Truth: 9, Influence Score: 5.0735979080200195
Index: 6801, Salutary Label: 1, Ground Truth: 1, Influence Score: 3489.8623046875
Index: 6819, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.007605135440826416
Index: 6849, Salutary Label: 9, Ground Truth: 0, Influence Score: 751368.375
Index: 6860, Salutary Label: 0, Ground Truth: 0, Influence Score: 4169.76708984375
Index: 6952, Salutary Label: 2, Ground Truth: 2, Influence Score: 60.07648468017578
Index: 6989, Salutary Label: 9, Ground Truth: 1, Influence Score: 1070776.75
Index: 7037, Salutary Label: 7, Ground Truth: 7, Influence Score: 276673.46875
Index: 7059, Salutary Label: 9, Ground Truth: 9, Influence Score: 4.45720100402832
Index: 7069, Salutary Label: 9, Ground Truth: 9, Influence Score: 708.9615478515625
Index: 7092, Salutary Label: 2, Ground Truth: 2, Influence Score: 474074.34375
Index: 7118, Salutary Label: 8, Ground Truth: 8, Influence Score: 268.169189453125
Index: 7128, Salutary Label: 8, Ground Truth: 8, Influence Score: 18.448665618896484
Index: 7135, Salutary Label: 5, Ground Truth: 3, Influence Score: 211936.8125
Index: 7159, Salutary Label: 9, Ground Truth: 9, Influence Score: 4529.72265625
Index: 7190, Salutary Label: 0, Ground Truth: 0, Influence Score: 189.12283325195312
Index: 7248, Salutary Label: 8, Ground Truth: 8, Influence Score: 5.249062538146973
Index: 7275, Salutary Label: 5, Ground Truth: 5, Influence Score: 26.45519256591797
Index: 7289, Salutary Label: 9, Ground Truth: 9, Influence Score: 13.477520942687988
Index: 7329, Salutary Label: 9, Ground Truth: 9, Influence Score: 5.036200523376465
Index: 7362, Salutary Label: 2, Ground Truth: 0, Influence Score: 432123.75
Index: 7371, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.627566810697317e-05
Index: 7405, Salutary Label: 5, Ground Truth: 7, Influence Score: 1543523.25
Index: 7428, Salutary Label: 8, Ground Truth: 8, Influence Score: 575.2286376953125
Index: 7431, Salutary Label: 1, Ground Truth: 1, Influence Score: 14.299884796142578
Index: 7452, Salutary Label: 2, Ground Truth: 2, Influence Score: 975246.0625
Index: 7479, Salutary Label: 9, Ground Truth: 1, Influence Score: 3894.5771484375
Index: 7549, Salutary Label: 9, Ground Truth: 9, Influence Score: 2.1757969856262207
Index: 7605, Salutary Label: 5, Ground Truth: 5, Influence Score: 1607931.75
Index: 7667, Salutary Label: 7, Ground Truth: 7, Influence Score: 151540.921875
Index: 7687, Salutary Label: 7, Ground Truth: 4, Influence Score: 1912814.625
Index: 7694, Salutary Label: 4, Ground Truth: 4, Influence Score: 190849.859375
Index: 7709, Salutary Label: 9, Ground Truth: 9, Influence Score: 823122.3125
Index: 7713, Salutary Label: 3, Ground Truth: 3, Influence Score: 44030.6328125
Index: 7739, Salutary Label: 9, Ground Truth: 9, Influence Score: 6.825390338897705
Index: 7741, Salutary Label: 1, Ground Truth: 1, Influence Score: 1.2177552299874606e-09
Index: 7777, Salutary Label: 7, Ground Truth: 5, Influence Score: 995718.625
Index: 7789, Salutary Label: 9, Ground Truth: 8, Influence Score: 785152.5
Index: 7791, Salutary Label: 1, Ground Truth: 1, Influence Score: -6.171444692881778e-05
Index: 7810, Salutary Label: 0, Ground Truth: 0, Influence Score: 48946.9375
Index: 7865, Salutary Label: 5, Ground Truth: 5, Influence Score: 1804179.0
Index: 7900, Salutary Label: 0, Ground Truth: 8, Influence Score: 38366.2265625
Index: 7917, Salutary Label: 7, Ground Truth: 7, Influence Score: 1063043.625
Index: 7957, Salutary Label: 7, Ground Truth: 7, Influence Score: 6440.38720703125
Index: 8012, Salutary Label: 2, Ground Truth: 2, Influence Score: 4.074459552764893
Index: 8029, Salutary Label: 9, Ground Truth: 1, Influence Score: 456721.0
Index: 8055, Salutary Label: 5, Ground Truth: 5, Influence Score: 1524.066650390625
