Index: 7, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.05311013385653496
Index: 2920, Salutary Label: 0, Ground Truth: 0, Influence Score: 111.40575408935547
Index: 2934, Salutary Label: 4, Ground Truth: 4, Influence Score: 1896728.375
Index: 2945, Salutary Label: 5, Ground Truth: 5, Influence Score: 25229.23828125
Index: 2968, Salutary Label: 8, Ground Truth: 8, Influence Score: 235.46629333496094
Index: 2970, Salutary Label: 0, Ground Truth: 0, Influence Score: 121655.203125
Index: 2996, Salutary Label: 6, Ground Truth: 6, Influence Score: 185492.125
Index: 3037, Salutary Label: 7, Ground Truth: 7, Influence Score: 5255.013671875
Index: 3051, Salutary Label: 1, Ground Truth: 1, Influence Score: 57.21151351928711
Index: 3077, Salutary Label: 7, Ground Truth: 7, Influence Score: 58480.96875
Index: 3087, Salutary Label: 7, Ground Truth: 7, Influence Score: 195.05538940429688
Index: 3132, Salutary Label: 2, Ground Truth: 2, Influence Score: 1343085.25
Index: 3166, Salutary Label: 6, Ground Truth: 6, Influence Score: 533161.0625
Index: 3198, Salutary Label: 8, Ground Truth: 8, Influence Score: 14663.0546875
Index: 3211, Salutary Label: 1, Ground Truth: 1, Influence Score: 830946.375
Index: 3229, Salutary Label: 9, Ground Truth: 9, Influence Score: 6.659339904785156
Index: 3234, Salutary Label: 4, Ground Truth: 4, Influence Score: 1854893.5
Index: 3248, Salutary Label: 8, Ground Truth: 8, Influence Score: 55.70054626464844
Index: 3268, Salutary Label: 8, Ground Truth: 8, Influence Score: 43.38077926635742
Index: 3281, Salutary Label: 1, Ground Truth: 1, Influence Score: 4166.08203125
Index: 3311, Salutary Label: 1, Ground Truth: 1, Influence Score: 81044.515625
Index: 3350, Salutary Label: 0, Ground Truth: 0, Influence Score: 98291.8828125
Index: 3378, Salutary Label: 8, Ground Truth: 8, Influence Score: 6921.1181640625
Index: 3386, Salutary Label: 6, Ground Truth: 6, Influence Score: 165017.484375
Index: 3411, Salutary Label: 1, Ground Truth: 1, Influence Score: 417.1676940917969
Index: 3441, Salutary Label: 1, Ground Truth: 1, Influence Score: 395108.5625
Index: 3467, Salutary Label: 7, Ground Truth: 7, Influence Score: 1499.6290283203125
Index: 3486, Salutary Label: 6, Ground Truth: 5, Influence Score: 804817.8125
Index: 3564, Salutary Label: 4, Ground Truth: 9, Influence Score: 1624174.0
Index: 3581, Salutary Label: 1, Ground Truth: 1, Influence Score: 8438.8388671875
Index: 3597, Salutary Label: 7, Ground Truth: 7, Influence Score: 56.6714973449707
Index: 3615, Salutary Label: 5, Ground Truth: 5, Influence Score: 2121.374755859375
Index: 3626, Salutary Label: 6, Ground Truth: 6, Influence Score: 952372.25
Index: 3651, Salutary Label: 1, Ground Truth: 8, Influence Score: 229467.453125
Index: 3687, Salutary Label: 7, Ground Truth: 7, Influence Score: 44057.328125
Index: 3717, Salutary Label: 7, Ground Truth: 7, Influence Score: 232916.4375
Index: 3727, Salutary Label: 7, Ground Truth: 4, Influence Score: 197.5186767578125
Index: 3771, Salutary Label: 1, Ground Truth: 1, Influence Score: 436.6493225097656
Index: 3828, Salutary Label: 8, Ground Truth: 8, Influence Score: 89551.6015625
Index: 3845, Salutary Label: 5, Ground Truth: 5, Influence Score: 3501.343017578125
Index: 3915, Salutary Label: 5, Ground Truth: 5, Influence Score: 31191.99609375
Index: 3934, Salutary Label: 4, Ground Truth: 4, Influence Score: 1038774.4375
Index: 3958, Salutary Label: 8, Ground Truth: 8, Influence Score: 677.5016479492188
Index: 3968, Salutary Label: 8, Ground Truth: 8, Influence Score: 19863.046875
Index: 3971, Salutary Label: 1, Ground Truth: 9, Influence Score: 1989510.0
Index: 3986, Salutary Label: 6, Ground Truth: 6, Influence Score: 48403.6015625
Index: 4032, Salutary Label: 2, Ground Truth: 6, Influence Score: 410217.25
Index: 4067, Salutary Label: 7, Ground Truth: 7, Influence Score: 106953.765625
Index: 4095, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.02728325128555298
Index: 4116, Salutary Label: 6, Ground Truth: 6, Influence Score: 26976.865234375
Index: 4141, Salutary Label: 1, Ground Truth: 1, Influence Score: 460602.6875
Index: 4207, Salutary Label: 7, Ground Truth: 7, Influence Score: 761.5637817382812
Index: 4216, Salutary Label: 6, Ground Truth: 6, Influence Score: 231648.265625
Index: 4234, Salutary Label: 4, Ground Truth: 4, Influence Score: 513307.0
Index: 4241, Salutary Label: 1, Ground Truth: 1, Influence Score: 64984.6015625
Index: 4258, Salutary Label: 8, Ground Truth: 8, Influence Score: 17048.93359375
Index: 4281, Salutary Label: 1, Ground Truth: 1, Influence Score: 979.0952758789062
Index: 4307, Salutary Label: 7, Ground Truth: 7, Influence Score: 53.64680099487305
Index: 4321, Salutary Label: 1, Ground Truth: 1, Influence Score: 256.1180419921875
Index: 4426, Salutary Label: 6, Ground Truth: 6, Influence Score: 206919.90625
Index: 4442, Salutary Label: 2, Ground Truth: 2, Influence Score: 261639.5
Index: 4486, Salutary Label: 6, Ground Truth: 6, Influence Score: 23992.005859375
Index: 4547, Salutary Label: 7, Ground Truth: 3, Influence Score: 1390205.625
Index: 4569, Salutary Label: 9, Ground Truth: 9, Influence Score: 4.405099868774414
Index: 4571, Salutary Label: 1, Ground Truth: 1, Influence Score: 18340.150390625
Index: 4587, Salutary Label: 7, Ground Truth: 7, Influence Score: 715.5709228515625
Index: 4626, Salutary Label: 6, Ground Truth: 6, Influence Score: 326372.59375
Index: 4631, Salutary Label: 1, Ground Truth: 1, Influence Score: 19.40036392211914
Index: 4645, Salutary Label: 5, Ground Truth: 5, Influence Score: 1535781.125
Index: 4677, Salutary Label: 7, Ground Truth: 3, Influence Score: 57288.01953125
Index: 4685, Salutary Label: 5, Ground Truth: 5, Influence Score: 357550.625
Index: 4797, Salutary Label: 7, Ground Truth: 7, Influence Score: 144854.515625
Index: 4821, Salutary Label: 1, Ground Truth: 8, Influence Score: 1528965.0
Index: 4852, Salutary Label: 2, Ground Truth: 0, Influence Score: 867437.75
Index: 4889, Salutary Label: 9, Ground Truth: 9, Influence Score: 1.4774930477142334
Index: 4931, Salutary Label: 1, Ground Truth: 1, Influence Score: 475542.0625
Index: 4955, Salutary Label: 5, Ground Truth: 5, Influence Score: 507032.4375
Index: 4971, Salutary Label: 1, Ground Truth: 1, Influence Score: 140926.046875
Index: 4988, Salutary Label: 8, Ground Truth: 8, Influence Score: 278702.125
Index: 5000, Salutary Label: 0, Ground Truth: 0, Influence Score: 862.7667846679688
Index: 5031, Salutary Label: 1, Ground Truth: 1, Influence Score: 6834.640625
Index: 5040, Salutary Label: 0, Ground Truth: 0, Influence Score: 134633.28125
Index: 5052, Salutary Label: 2, Ground Truth: 5, Influence Score: 327365.46875
Index: 5071, Salutary Label: 1, Ground Truth: 1, Influence Score: 3203.636962890625
Index: 5101, Salutary Label: 1, Ground Truth: 1, Influence Score: 21032.568359375
Index: 5111, Salutary Label: 1, Ground Truth: 1, Influence Score: 43309.3984375
Index: 5128, Salutary Label: 8, Ground Truth: 8, Influence Score: 26.681020736694336
Index: 5140, Salutary Label: 0, Ground Truth: 0, Influence Score: 35751.5
Index: 5166, Salutary Label: 6, Ground Truth: 3, Influence Score: 952224.4375
Index: 5201, Salutary Label: 1, Ground Truth: 1, Influence Score: 902.636962890625
Index: 5276, Salutary Label: 6, Ground Truth: 6, Influence Score: 560811.0625
Index: 5317, Salutary Label: 7, Ground Truth: 7, Influence Score: 688.264404296875
Index: 5358, Salutary Label: 8, Ground Truth: 8, Influence Score: 39090.140625
Index: 5426, Salutary Label: 6, Ground Truth: 6, Influence Score: 34413.171875
Index: 5498, Salutary Label: 8, Ground Truth: 8, Influence Score: 45.86709213256836
Index: 5515, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.02479846216738224
Index: 5534, Salutary Label: 4, Ground Truth: 4, Influence Score: 1649253.75
Index: 5565, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.11553938686847687
Index: 5597, Salutary Label: 7, Ground Truth: 7, Influence Score: 1252.0755615234375
Index: 5640, Salutary Label: 0, Ground Truth: 0, Influence Score: 74330.5
Index: 5711, Salutary Label: 1, Ground Truth: 1, Influence Score: 117.7143325805664
Index: 5740, Salutary Label: 0, Ground Truth: 0, Influence Score: 71025.0234375
Index: 5780, Salutary Label: 0, Ground Truth: 8, Influence Score: 845152.0
Index: 5792, Salutary Label: 2, Ground Truth: 2, Influence Score: 2392.32373046875
Index: 5806, Salutary Label: 6, Ground Truth: 6, Influence Score: 67984.0546875
Index: 5817, Salutary Label: 7, Ground Truth: 7, Influence Score: 61737.5390625
Index: 5827, Salutary Label: 7, Ground Truth: 7, Influence Score: 43.08074188232422
Index: 6019, Salutary Label: 9, Ground Truth: 9, Influence Score: 308.48126220703125
Index: 6027, Salutary Label: 7, Ground Truth: 2, Influence Score: 4488.9794921875
Index: 6069, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.5367603302001953
Index: 6079, Salutary Label: 9, Ground Truth: 9, Influence Score: 2.5161609649658203
Index: 6126, Salutary Label: 6, Ground Truth: 6, Influence Score: 165970.921875
Index: 6140, Salutary Label: 0, Ground Truth: 0, Influence Score: 61185.2578125
Index: 6166, Salutary Label: 6, Ground Truth: 6, Influence Score: 330095.59375
Index: 6177, Salutary Label: 7, Ground Truth: 7, Influence Score: 1726.59912109375
Index: 6238, Salutary Label: 8, Ground Truth: 8, Influence Score: 189.50152587890625
Index: 6245, Salutary Label: 5, Ground Truth: 5, Influence Score: 644396.4375
Index: 6256, Salutary Label: 6, Ground Truth: 6, Influence Score: 23247.33984375
Index: 6266, Salutary Label: 6, Ground Truth: 6, Influence Score: 1043.4117431640625
Index: 6272, Salutary Label: 2, Ground Truth: 8, Influence Score: 1367243.0
Index: 6310, Salutary Label: 0, Ground Truth: 0, Influence Score: 4294.07421875
Index: 6345, Salutary Label: 5, Ground Truth: 5, Influence Score: 16342.396484375
Index: 6350, Salutary Label: 0, Ground Truth: 0, Influence Score: 18.030092239379883
Index: 6376, Salutary Label: 6, Ground Truth: 5, Influence Score: 1402938.0
Index: 6392, Salutary Label: 2, Ground Truth: 2, Influence Score: 31829.716796875
Index: 6426, Salutary Label: 6, Ground Truth: 6, Influence Score: 207802.484375
Index: 6449, Salutary Label: 9, Ground Truth: 9, Influence Score: 741.298828125
Index: 6547, Salutary Label: 7, Ground Truth: 7, Influence Score: 83839.4375
Index: 6566, Salutary Label: 6, Ground Truth: 6, Influence Score: 10059.30078125
Index: 6572, Salutary Label: 2, Ground Truth: 8, Influence Score: 1212746.0
Index: 6601, Salutary Label: 1, Ground Truth: 1, Influence Score: 958643.0625
Index: 6618, Salutary Label: 8, Ground Truth: 8, Influence Score: 379084.8125
Index: 6651, Salutary Label: 1, Ground Truth: 1, Influence Score: 3437.77978515625
Index: 6685, Salutary Label: 5, Ground Truth: 5, Influence Score: 36756.9296875
Index: 6694, Salutary Label: 4, Ground Truth: 6, Influence Score: 564795.125
Index: 6768, Salutary Label: 8, Ground Truth: 8, Influence Score: 3769.27001953125
Index: 6777, Salutary Label: 7, Ground Truth: 7, Influence Score: 172.56495666503906
Index: 6796, Salutary Label: 6, Ground Truth: 6, Influence Score: 24662.07421875
Index: 6802, Salutary Label: 2, Ground Truth: 1, Influence Score: 1018090.375
Index: 6816, Salutary Label: 6, Ground Truth: 6, Influence Score: 27370.08203125
Index: 6841, Salutary Label: 1, Ground Truth: 1, Influence Score: 224982.375
Index: 6887, Salutary Label: 7, Ground Truth: 7, Influence Score: 2350.360107421875
Index: 6897, Salutary Label: 7, Ground Truth: 7, Influence Score: 1082.625732421875
Index: 6906, Salutary Label: 6, Ground Truth: 6, Influence Score: 314415.90625
Index: 6930, Salutary Label: 0, Ground Truth: 0, Influence Score: 535916.1875
Index: 6946, Salutary Label: 6, Ground Truth: 6, Influence Score: 107265.6640625
Index: 6961, Salutary Label: 1, Ground Truth: 9, Influence Score: 1343824.0
Index: 6971, Salutary Label: 1, Ground Truth: 1, Influence Score: 4638.46240234375
Index: 7001, Salutary Label: 1, Ground Truth: 1, Influence Score: 21273.908203125
Index: 7021, Salutary Label: 1, Ground Truth: 1, Influence Score: 3408.65673828125
Index: 7036, Salutary Label: 6, Ground Truth: 6, Influence Score: 5407.95263671875
Index: 7061, Salutary Label: 1, Ground Truth: 1, Influence Score: 320910.59375
Index: 7090, Salutary Label: 0, Ground Truth: 0, Influence Score: 61707.50390625
Index: 7200, Salutary Label: 0, Ground Truth: 0, Influence Score: 74.45868682861328
Index: 7212, Salutary Label: 2, Ground Truth: 8, Influence Score: 1340574.75
Index: 7246, Salutary Label: 6, Ground Truth: 6, Influence Score: 408909.0
Index: 7255, Salutary Label: 5, Ground Truth: 5, Influence Score: 29358.11328125
Index: 7267, Salutary Label: 7, Ground Truth: 7, Influence Score: 255.43605041503906
Index: 7316, Salutary Label: 6, Ground Truth: 6, Influence Score: 1429643.375
Index: 7347, Salutary Label: 7, Ground Truth: 7, Influence Score: 2216.191650390625
Index: 7377, Salutary Label: 7, Ground Truth: 7, Influence Score: 1975.70361328125
Index: 7434, Salutary Label: 4, Ground Truth: 6, Influence Score: 1041370.0
Index: 7476, Salutary Label: 6, Ground Truth: 6, Influence Score: 11239.2197265625
Index: 7489, Salutary Label: 9, Ground Truth: 9, Influence Score: 535.7692260742188
Index: 7502, Salutary Label: 2, Ground Truth: 2, Influence Score: 197163.53125
Index: 7566, Salutary Label: 6, Ground Truth: 6, Influence Score: 635327.4375
Index: 7578, Salutary Label: 8, Ground Truth: 8, Influence Score: 336.15423583984375
Index: 7607, Salutary Label: 7, Ground Truth: 7, Influence Score: 2180.96044921875
Index: 7610, Salutary Label: 0, Ground Truth: 0, Influence Score: 22385.24609375
Index: 7622, Salutary Label: 2, Ground Truth: 6, Influence Score: 44845.4375
Index: 7687, Salutary Label: 7, Ground Truth: 7, Influence Score: 893.6813354492188
Index: 7749, Salutary Label: 9, Ground Truth: 9, Influence Score: 3.4469246864318848
Index: 7799, Salutary Label: 9, Ground Truth: 9, Influence Score: -0.09070378541946411
Index: 7817, Salutary Label: 7, Ground Truth: 4, Influence Score: 55.23167419433594
Index: 7841, Salutary Label: 1, Ground Truth: 1, Influence Score: 5366.70068359375
Index: 7856, Salutary Label: 6, Ground Truth: 6, Influence Score: 50059.734375
Index: 7896, Salutary Label: 6, Ground Truth: 3, Influence Score: 1157911.875
Index: 7916, Salutary Label: 6, Ground Truth: 6, Influence Score: 54323.45703125
Index: 7946, Salutary Label: 6, Ground Truth: 6, Influence Score: 75827.4765625
Index: 7986, Salutary Label: 6, Ground Truth: 6, Influence Score: 260880.34375
Index: 7997, Salutary Label: 7, Ground Truth: 7, Influence Score: 2303.5595703125
Index: 8017, Salutary Label: 7, Ground Truth: 2, Influence Score: 78482.9296875
Index: 8027, Salutary Label: 7, Ground Truth: 7, Influence Score: 1791.2589111328125
Index: 8037, Salutary Label: 7, Ground Truth: 7, Influence Score: 295267.75
Index: 8052, Salutary Label: 2, Ground Truth: 4, Influence Score: 1503027.125
Index: 8075, Salutary Label: 5, Ground Truth: 5, Influence Score: 33.69551467895508
Index: 8102, Salutary Label: 2, Ground Truth: 5, Influence Score: 1904934.75
Index: 8187, Salutary Label: 7, Ground Truth: 7, Influence Score: 2954.265869140625
Index: 8237, Salutary Label: 7, Ground Truth: 7, Influence Score: 220.85723876953125
Index: 8240, Salutary Label: 0, Ground Truth: 0, Influence Score: 926.2327880859375
Index: 8331, Salutary Label: 1, Ground Truth: 1, Influence Score: 1993023.0
Index: 8340, Salutary Label: 0, Ground Truth: 0, Influence Score: 73280.015625
Index: 8406, Salutary Label: 6, Ground Truth: 2, Influence Score: 52023.29296875
Index: 8421, Salutary Label: 1, Ground Truth: 9, Influence Score: 522354.0
Index: 8476, Salutary Label: 6, Ground Truth: 4, Influence Score: 1394457.375
Index: 8490, Salutary Label: 0, Ground Truth: 0, Influence Score: 1221.851806640625
Index: 8569, Salutary Label: 9, Ground Truth: 9, Influence Score: 4.615970611572266
Index: 8571, Salutary Label: 1, Ground Truth: 1, Influence Score: 721194.0
Index: 8585, Salutary Label: 5, Ground Truth: 5, Influence Score: 342.32757568359375
Index: 8609, Salutary Label: 9, Ground Truth: 9, Influence Score: 7.718932151794434
Index: 8611, Salutary Label: 1, Ground Truth: 1, Influence Score: 875.5414428710938
Index: 8622, Salutary Label: 2, Ground Truth: 5, Influence Score: 964795.6875
Index: 8648, Salutary Label: 8, Ground Truth: 8, Influence Score: 10563.6806640625
Index: 8662, Salutary Label: 2, Ground Truth: 6, Influence Score: 975427.75
Index: 8741, Salutary Label: 1, Ground Truth: 1, Influence Score: 1400309.5
Index: 8756, Salutary Label: 6, Ground Truth: 4, Influence Score: 533094.375
Index: 8792, Salutary Label: 2, Ground Truth: 4, Influence Score: 1702379.0
Index: 8855, Salutary Label: 5, Ground Truth: 5, Influence Score: 33539.38671875
Index: 8885, Salutary Label: 5, Ground Truth: 5, Influence Score: 338.139404296875
Index: 8906, Salutary Label: 6, Ground Truth: 6, Influence Score: 96877.390625
Index: 8945, Salutary Label: 5, Ground Truth: 5, Influence Score: 71526.9921875
Index: 8962, Salutary Label: 2, Ground Truth: 8, Influence Score: 1283123.0
Index: 9009, Salutary Label: 9, Ground Truth: 9, Influence Score: 8.083675384521484
Index: 9026, Salutary Label: 6, Ground Truth: 6, Influence Score: 40394.08203125
Index: 9039, Salutary Label: 9, Ground Truth: 9, Influence Score: 50.03425598144531
