Index: 71, Salutary Label: 1, Ground Truth: 1, Influence Score: 1.1311263733659871e-05
Index: 4376, Salutary Label: 6, Ground Truth: 6, Influence Score: 6305.0869140625
Index: 4401, Salutary Label: 1, Ground Truth: 1, Influence Score: 730869.5625
Index: 4417, Salutary Label: 7, Ground Truth: 7, Influence Score: 991.3151245117188
Index: 4477, Salutary Label: 7, Ground Truth: 7, Influence Score: 705.3705444335938
Index: 4498, Salutary Label: 8, Ground Truth: 8, Influence Score: 112301.3359375
Index: 4508, Salutary Label: 8, Ground Truth: 8, Influence Score: 280765.03125
Index: 4511, Salutary Label: 1, Ground Truth: 1, Influence Score: 2508.40185546875
Index: 4541, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.183277130126953
Index: 4551, Salutary Label: 1, Ground Truth: 1, Influence Score: 15131.609375
Index: 4566, Salutary Label: 6, Ground Truth: 6, Influence Score: 3.457292079925537
Index: 4571, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.07593344151973724
Index: 4608, Salutary Label: 8, Ground Truth: 8, Influence Score: 1789214.25
Index: 4617, Salutary Label: 7, Ground Truth: 7, Influence Score: 3.7095048427581787
Index: 4636, Salutary Label: 6, Ground Truth: 6, Influence Score: 1061.899169921875
Index: 4648, Salutary Label: 8, Ground Truth: 8, Influence Score: 6104.205078125
Index: 4661, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.467370165959437e-07
Index: 4679, Salutary Label: 9, Ground Truth: 9, Influence Score: 1336157.375
Index: 4689, Salutary Label: 9, Ground Truth: 9, Influence Score: 90348.140625
Index: 4697, Salutary Label: 7, Ground Truth: 7, Influence Score: 79204.453125
Index: 4722, Salutary Label: 2, Ground Truth: 2, Influence Score: 79705.8828125
Index: 4759, Salutary Label: 9, Ground Truth: 9, Influence Score: 2623.743408203125
Index: 4768, Salutary Label: 8, Ground Truth: 6, Influence Score: 1260352.875
Index: 4797, Salutary Label: 7, Ground Truth: 7, Influence Score: 3182.718017578125
Index: 4827, Salutary Label: 7, Ground Truth: 7, Influence Score: 17127.72265625
Index: 4841, Salutary Label: 1, Ground Truth: 1, Influence Score: 8063.337890625
Index: 4867, Salutary Label: 7, Ground Truth: 7, Influence Score: 338095.1875
Index: 4957, Salutary Label: 7, Ground Truth: 7, Influence Score: 35807.8359375
Index: 4977, Salutary Label: 7, Ground Truth: 7, Influence Score: 4068.744140625
Index: 4998, Salutary Label: 8, Ground Truth: 8, Influence Score: 27539.578125
Index: 5026, Salutary Label: 6, Ground Truth: 6, Influence Score: 460046.3125
Index: 5056, Salutary Label: 6, Ground Truth: 6, Influence Score: 340.44342041015625
Index: 5076, Salutary Label: 6, Ground Truth: 6, Influence Score: 17.553213119506836
Index: 5107, Salutary Label: 7, Ground Truth: 1, Influence Score: 906168.625
Index: 5115, Salutary Label: 5, Ground Truth: 5, Influence Score: 1073709.25
Index: 5136, Salutary Label: 6, Ground Truth: 6, Influence Score: 118.3046875
Index: 5173, Salutary Label: 3, Ground Truth: 4, Influence Score: 907802.3125
Index: 5181, Salutary Label: 1, Ground Truth: 1, Influence Score: 1573.0667724609375
Index: 5200, Salutary Label: 0, Ground Truth: 0, Influence Score: 1808.3125
Index: 5226, Salutary Label: 6, Ground Truth: 6, Influence Score: 0.553149938583374
Index: 5236, Salutary Label: 6, Ground Truth: 6, Influence Score: 472870.1875
Index: 5259, Salutary Label: 9, Ground Truth: 9, Influence Score: 11334.357421875
Index: 5279, Salutary Label: 9, Ground Truth: 9, Influence Score: 61857.1796875
Index: 5289, Salutary Label: 9, Ground Truth: 9, Influence Score: 1992409.0
Index: 5297, Salutary Label: 7, Ground Truth: 7, Influence Score: 380197.90625
Index: 5316, Salutary Label: 6, Ground Truth: 6, Influence Score: 0.18346086144447327
Index: 5399, Salutary Label: 9, Ground Truth: 9, Influence Score: 49326.7578125
Index: 5419, Salutary Label: 9, Ground Truth: 9, Influence Score: 65228.6015625
Index: 5447, Salutary Label: 7, Ground Truth: 4, Influence Score: 542579.8125
Index: 5462, Salutary Label: 2, Ground Truth: 0, Influence Score: 279465.0
Index: 5480, Salutary Label: 0, Ground Truth: 0, Influence Score: 1.4101712703704834
Index: 5501, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.24106398224830627
Index: 5559, Salutary Label: 9, Ground Truth: 9, Influence Score: 185234.09375
Index: 5592, Salutary Label: 2, Ground Truth: 0, Influence Score: 1407848.5
Index: 5621, Salutary Label: 1, Ground Truth: 1, Influence Score: 1.1009509563446045
Index: 5637, Salutary Label: 7, Ground Truth: 7, Influence Score: 3704.486328125
Index: 5658, Salutary Label: 8, Ground Truth: 0, Influence Score: 124059.0
Index: 5680, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.8921335935592651
Index: 5698, Salutary Label: 8, Ground Truth: 8, Influence Score: 17580.076171875
Index: 5770, Salutary Label: 0, Ground Truth: 0, Influence Score: 5.761299133300781
Index: 5788, Salutary Label: 8, Ground Truth: 8, Influence Score: 9827.572265625
Index: 5795, Salutary Label: 5, Ground Truth: 4, Influence Score: 1491156.5
Index: 5838, Salutary Label: 8, Ground Truth: 8, Influence Score: 107776.4765625
Index: 5871, Salutary Label: 1, Ground Truth: 1, Influence Score: 97.53777313232422
Index: 5881, Salutary Label: 1, Ground Truth: 1, Influence Score: 178.66461181640625
Index: 5898, Salutary Label: 8, Ground Truth: 8, Influence Score: 449143.90625
Index: 5947, Salutary Label: 7, Ground Truth: 7, Influence Score: 145.2569580078125
Index: 5971, Salutary Label: 1, Ground Truth: 1, Influence Score: 1781.332763671875
Index: 5996, Salutary Label: 6, Ground Truth: 6, Influence Score: 1614.1273193359375
Index: 6001, Salutary Label: 1, Ground Truth: 1, Influence Score: 336.9668884277344
Index: 6019, Salutary Label: 9, Ground Truth: 9, Influence Score: 204590.8125
Index: 6021, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0026829862035810947
Index: 6039, Salutary Label: 9, Ground Truth: 9, Influence Score: 1329552.75
Index: 6059, Salutary Label: 9, Ground Truth: 9, Influence Score: 221.3881378173828
Index: 6088, Salutary Label: 8, Ground Truth: 8, Influence Score: 112012.1875
Index: 6153, Salutary Label: 3, Ground Truth: 5, Influence Score: 836715.125
Index: 6176, Salutary Label: 6, Ground Truth: 6, Influence Score: 53.997474670410156
Index: 6191, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.12409275770187378
Index: 6248, Salutary Label: 8, Ground Truth: 8, Influence Score: 79638.7265625
Index: 6257, Salutary Label: 7, Ground Truth: 7, Influence Score: 1029043.1875
Index: 6292, Salutary Label: 2, Ground Truth: 3, Influence Score: 345328.75
Index: 6321, Salutary Label: 1, Ground Truth: 1, Influence Score: 20165.818359375
Index: 6338, Salutary Label: 8, Ground Truth: 8, Influence Score: 662.3958740234375
Index: 6392, Salutary Label: 2, Ground Truth: 7, Influence Score: 1693128.875
Index: 6411, Salutary Label: 1, Ground Truth: 1, Influence Score: 569.7535400390625
Index: 6445, Salutary Label: 5, Ground Truth: 5, Influence Score: 246.5643310546875
Index: 6450, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.00020769987895619124
Index: 6471, Salutary Label: 1, Ground Truth: 9, Influence Score: 18798.68359375
Index: 6489, Salutary Label: 9, Ground Truth: 9, Influence Score: 159.05670166015625
Index: 6497, Salutary Label: 7, Ground Truth: 7, Influence Score: 991.551025390625
Index: 6507, Salutary Label: 7, Ground Truth: 7, Influence Score: 319116.375
Index: 6526, Salutary Label: 6, Ground Truth: 6, Influence Score: 17487.189453125
Index: 6547, Salutary Label: 7, Ground Truth: 7, Influence Score: 128.9317626953125
Index: 6558, Salutary Label: 8, Ground Truth: 0, Influence Score: 1599227.0
Index: 6579, Salutary Label: 9, Ground Truth: 9, Influence Score: 1947347.125
Index: 6591, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.003263297490775585
Index: 6634, Salutary Label: 4, Ground Truth: 4, Influence Score: 0.0431191548705101
Index: 6648, Salutary Label: 8, Ground Truth: 8, Influence Score: 5782.0751953125
Index: 6656, Salutary Label: 6, Ground Truth: 6, Influence Score: 2756.638671875
Index: 6671, Salutary Label: 1, Ground Truth: 1, Influence Score: 24.235122680664062
Index: 6701, Salutary Label: 1, Ground Truth: 1, Influence Score: 735.6051025390625
Index: 6731, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.432095635995779e-09
Index: 6748, Salutary Label: 8, Ground Truth: 8, Influence Score: 121976.734375
Index: 6765, Salutary Label: 5, Ground Truth: 5, Influence Score: 272038.6875
Index: 6771, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.004918970167636871
Index: 6801, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0041770609095692635
Index: 6811, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0012271415907889605
Index: 6820, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.11329058557748795
Index: 6830, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.07257361710071564
Index: 6859, Salutary Label: 9, Ground Truth: 9, Influence Score: 27719.46875
Index: 6909, Salutary Label: 9, Ground Truth: 9, Influence Score: 1695993.625
Index: 6913, Salutary Label: 3, Ground Truth: 3, Influence Score: 437291.28125
Index: 6945, Salutary Label: 5, Ground Truth: 6, Influence Score: 1472459.375
Index: 6982, Salutary Label: 2, Ground Truth: 2, Influence Score: 209893.90625
Index: 6997, Salutary Label: 7, Ground Truth: 7, Influence Score: 1331.1192626953125
Index: 7037, Salutary Label: 7, Ground Truth: 7, Influence Score: 64.39086151123047
Index: 7071, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.020199518650770187
Index: 7116, Salutary Label: 6, Ground Truth: 6, Influence Score: 13.093124389648438
Index: 7122, Salutary Label: 2, Ground Truth: 0, Influence Score: 74945.0
Index: 7155, Salutary Label: 5, Ground Truth: 5, Influence Score: 922208.1875
Index: 7201, Salutary Label: 1, Ground Truth: 6, Influence Score: 1525.9251708984375
Index: 7267, Salutary Label: 7, Ground Truth: 3, Influence Score: 766193.5
Index: 7291, Salutary Label: 1, Ground Truth: 1, Influence Score: 12.201164245605469
Index: 7328, Salutary Label: 8, Ground Truth: 8, Influence Score: 100.17415618896484
Index: 7336, Salutary Label: 6, Ground Truth: 6, Influence Score: 269.86480712890625
Index: 7347, Salutary Label: 7, Ground Truth: 7, Influence Score: 994202.5625
Index: 7403, Salutary Label: 3, Ground Truth: 4, Influence Score: 858007.8125
Index: 7418, Salutary Label: 8, Ground Truth: 8, Influence Score: 3598.234130859375
Index: 7427, Salutary Label: 7, Ground Truth: 7, Influence Score: 253.4878387451172
Index: 7432, Salutary Label: 2, Ground Truth: 0, Influence Score: 495645.75
Index: 7457, Salutary Label: 7, Ground Truth: 7, Influence Score: 728396.375
Index: 7507, Salutary Label: 7, Ground Truth: 7, Influence Score: 884.4041748046875
Index: 7521, Salutary Label: 1, Ground Truth: 1, Influence Score: 21.428794860839844
Index: 7587, Salutary Label: 7, Ground Truth: 7, Influence Score: 934082.0625
Index: 7591, Salutary Label: 1, Ground Truth: 1, Influence Score: 2.795677661895752
Index: 7609, Salutary Label: 9, Ground Truth: 9, Influence Score: 690.4509887695312
Index: 7661, Salutary Label: 1, Ground Truth: 1, Influence Score: 121.51887512207031
Index: 7671, Salutary Label: 1, Ground Truth: 1, Influence Score: 25.60790252685547
Index: 7687, Salutary Label: 7, Ground Truth: 7, Influence Score: 8.958636283874512
Index: 7709, Salutary Label: 9, Ground Truth: 9, Influence Score: 1162464.75
Index: 7725, Salutary Label: 5, Ground Truth: 6, Influence Score: 350662.25
Index: 7735, Salutary Label: 5, Ground Truth: 4, Influence Score: 1523786.375
Index: 7747, Salutary Label: 7, Ground Truth: 7, Influence Score: 5718.6845703125
Index: 7772, Salutary Label: 2, Ground Truth: 4, Influence Score: 733080.0
Index: 7796, Salutary Label: 6, Ground Truth: 6, Influence Score: 1.0656954050064087
Index: 7828, Salutary Label: 8, Ground Truth: 8, Influence Score: 500.4052734375
Index: 7839, Salutary Label: 9, Ground Truth: 9, Influence Score: 309335.0
