Index: 17, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.08879879862070084
Index: 2148, Salutary Label: 8, Ground Truth: 8, Influence Score: 6353.06640625
Index: 2168, Salutary Label: 8, Ground Truth: 8, Influence Score: 226281.25
Index: 2177, Salutary Label: 7, Ground Truth: 7, Influence Score: 22.954931259155273
Index: 2192, Salutary Label: 2, Ground Truth: 8, Influence Score: 1050664.0
Index: 2200, Salutary Label: 0, Ground Truth: 0, Influence Score: 81850.1171875
Index: 2235, Salutary Label: 5, Ground Truth: 2, Influence Score: 1443279.25
Index: 2240, Salutary Label: 0, Ground Truth: 0, Influence Score: 79526.03125
Index: 2250, Salutary Label: 0, Ground Truth: 0, Influence Score: 11619.6875
Index: 2295, Salutary Label: 5, Ground Truth: 9, Influence Score: 1842131.0
Index: 2317, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.0474379062652588
Index: 2409, Salutary Label: 9, Ground Truth: 9, Influence Score: 17.995845794677734
Index: 2459, Salutary Label: 9, Ground Truth: 9, Influence Score: 85.45111846923828
Index: 2481, Salutary Label: 1, Ground Truth: 1, Influence Score: 129198.015625
Index: 2531, Salutary Label: 1, Ground Truth: 1, Influence Score: 33293.7109375
Index: 2574, Salutary Label: 4, Ground Truth: 7, Influence Score: 1355612.375
Index: 2607, Salutary Label: 7, Ground Truth: 7, Influence Score: 50029.8203125
Index: 2611, Salutary Label: 1, Ground Truth: 1, Influence Score: 309.005126953125
Index: 2639, Salutary Label: 9, Ground Truth: 9, Influence Score: 2044.3564453125
Index: 2646, Salutary Label: 6, Ground Truth: 6, Influence Score: 1118169.625
Index: 2707, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.004636025987565517
Index: 2729, Salutary Label: 9, Ground Truth: 9, Influence Score: 123.74063110351562
Index: 2741, Salutary Label: 1, Ground Truth: 1, Influence Score: 5844.3154296875
Index: 2767, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.63043212890625
Index: 2770, Salutary Label: 0, Ground Truth: 0, Influence Score: 371722.90625
Index: 2781, Salutary Label: 1, Ground Truth: 1, Influence Score: 22275.7890625
Index: 2791, Salutary Label: 1, Ground Truth: 1, Influence Score: 240.14979553222656
Index: 2803, Salutary Label: 3, Ground Truth: 3, Influence Score: 1761412.875
Index: 2822, Salutary Label: 2, Ground Truth: 2, Influence Score: 53728.7421875
Index: 2831, Salutary Label: 1, Ground Truth: 1, Influence Score: 4629.78466796875
Index: 2845, Salutary Label: 5, Ground Truth: 3, Influence Score: 389527.0
Index: 2856, Salutary Label: 6, Ground Truth: 6, Influence Score: 690406.875
Index: 2869, Salutary Label: 9, Ground Truth: 9, Influence Score: 14.968894958496094
Index: 2876, Salutary Label: 6, Ground Truth: 6, Influence Score: 556325.4375
Index: 2880, Salutary Label: 0, Ground Truth: 0, Influence Score: 161.59275817871094
Index: 2937, Salutary Label: 7, Ground Truth: 7, Influence Score: 123.59498596191406
Index: 2941, Salutary Label: 1, Ground Truth: 1, Influence Score: 15890.572265625
Index: 3025, Salutary Label: 5, Ground Truth: 5, Influence Score: 575187.5
Index: 3047, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.007419988047331572
Index: 3059, Salutary Label: 9, Ground Truth: 9, Influence Score: 1242.998779296875
Index: 3064, Salutary Label: 4, Ground Truth: 7, Influence Score: 350665.5
Index: 3075, Salutary Label: 5, Ground Truth: 3, Influence Score: 37260.41015625
Index: 3095, Salutary Label: 5, Ground Truth: 2, Influence Score: 1483583.5
Index: 3100, Salutary Label: 0, Ground Truth: 0, Influence Score: 1066409.75
Index: 3122, Salutary Label: 2, Ground Truth: 2, Influence Score: 13.297386169433594
Index: 3132, Salutary Label: 2, Ground Truth: 2, Influence Score: 33260.3828125
Index: 3169, Salutary Label: 9, Ground Truth: 9, Influence Score: 301.943115234375
Index: 3186, Salutary Label: 6, Ground Truth: 6, Influence Score: 1430522.75
Index: 3226, Salutary Label: 6, Ground Truth: 6, Influence Score: 64222.15234375
Index: 3230, Salutary Label: 0, Ground Truth: 0, Influence Score: 21173.583984375
Index: 3309, Salutary Label: 9, Ground Truth: 9, Influence Score: 1594.8505859375
Index: 3317, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.0057885171845555305
Index: 3331, Salutary Label: 1, Ground Truth: 1, Influence Score: 39538.28125
Index: 3341, Salutary Label: 1, Ground Truth: 1, Influence Score: 8517.556640625
Index: 3378, Salutary Label: 8, Ground Truth: 8, Influence Score: 64054.76953125
Index: 3411, Salutary Label: 1, Ground Truth: 1, Influence Score: 419485.625
Index: 3421, Salutary Label: 1, Ground Truth: 1, Influence Score: 1284.7215576171875
Index: 3458, Salutary Label: 8, Ground Truth: 8, Influence Score: 366.24365234375
Index: 3477, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.9534761905670166
Index: 3507, Salutary Label: 7, Ground Truth: 7, Influence Score: 14433.859375
Index: 3515, Salutary Label: 5, Ground Truth: 5, Influence Score: 6013.51318359375
Index: 3528, Salutary Label: 8, Ground Truth: 8, Influence Score: 22702.265625
Index: 3617, Salutary Label: 7, Ground Truth: 7, Influence Score: 158.7453155517578
Index: 3627, Salutary Label: 7, Ground Truth: 7, Influence Score: 347265.53125
Index: 3630, Salutary Label: 0, Ground Truth: 8, Influence Score: 846698.625
Index: 3668, Salutary Label: 8, Ground Truth: 8, Influence Score: 241.12677001953125
Index: 3685, Salutary Label: 5, Ground Truth: 5, Influence Score: 735968.875
Index: 3721, Salutary Label: 1, Ground Truth: 1, Influence Score: 5163.47802734375
Index: 3732, Salutary Label: 2, Ground Truth: 2, Influence Score: 55515.76171875
Index: 3742, Salutary Label: 2, Ground Truth: 2, Influence Score: 46040.33984375
Index: 3760, Salutary Label: 0, Ground Truth: 0, Influence Score: 1705912.0
Index: 3822, Salutary Label: 2, Ground Truth: 2, Influence Score: 303186.65625
Index: 3846, Salutary Label: 6, Ground Truth: 8, Influence Score: 1355338.0
Index: 3860, Salutary Label: 0, Ground Truth: 8, Influence Score: 1698704.0
Index: 3948, Salutary Label: 8, Ground Truth: 8, Influence Score: 26312.685546875
Index: 3960, Salutary Label: 0, Ground Truth: 0, Influence Score: 9487.1689453125
Index: 3982, Salutary Label: 2, Ground Truth: 2, Influence Score: 1773368.125
Index: 4009, Salutary Label: 9, Ground Truth: 9, Influence Score: 7930.1826171875
Index: 4031, Salutary Label: 1, Ground Truth: 1, Influence Score: 477.9944152832031
Index: 4087, Salutary Label: 7, Ground Truth: 7, Influence Score: 5621.95458984375
Index: 4128, Salutary Label: 8, Ground Truth: 8, Influence Score: 378.72991943359375
Index: 4142, Salutary Label: 2, Ground Truth: 2, Influence Score: 1709.57861328125
Index: 4159, Salutary Label: 9, Ground Truth: 9, Influence Score: 1656.7283935546875
Index: 4171, Salutary Label: 1, Ground Truth: 1, Influence Score: 23482.37890625
Index: 4217, Salutary Label: 7, Ground Truth: 7, Influence Score: 29.268747329711914
Index: 4239, Salutary Label: 9, Ground Truth: 9, Influence Score: 3130.6796875
Index: 4258, Salutary Label: 8, Ground Truth: 8, Influence Score: 5998.97705078125
Index: 4301, Salutary Label: 1, Ground Truth: 1, Influence Score: 500570.0625
Index: 4336, Salutary Label: 6, Ground Truth: 8, Influence Score: 1767734.0
Index: 4347, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.03988511487841606
Index: 4378, Salutary Label: 8, Ground Truth: 8, Influence Score: 914.935546875
Index: 4409, Salutary Label: 9, Ground Truth: 9, Influence Score: 65281.890625
Index: 4415, Salutary Label: 5, Ground Truth: 5, Influence Score: 18425.341796875
Index: 4426, Salutary Label: 6, Ground Truth: 7, Influence Score: 1983187.875
Index: 4435, Salutary Label: 5, Ground Truth: 4, Influence Score: 1178631.25
Index: 4448, Salutary Label: 8, Ground Truth: 8, Influence Score: 26506.33203125
Index: 4480, Salutary Label: 0, Ground Truth: 1, Influence Score: 1766098.375
Index: 4541, Salutary Label: 1, Ground Truth: 1, Influence Score: 2326.51611328125
Index: 4555, Salutary Label: 5, Ground Truth: 3, Influence Score: 370064.625
Index: 4567, Salutary Label: 7, Ground Truth: 7, Influence Score: 8566.2607421875
Index: 4584, Salutary Label: 4, Ground Truth: 7, Influence Score: 77748.453125
Index: 4605, Salutary Label: 5, Ground Truth: 5, Influence Score: 1047713.3125
Index: 4631, Salutary Label: 1, Ground Truth: 1, Influence Score: 75070.015625
Index: 4690, Salutary Label: 0, Ground Truth: 8, Influence Score: 1034371.0
Index: 4719, Salutary Label: 9, Ground Truth: 9, Influence Score: 929.752197265625
Index: 4722, Salutary Label: 2, Ground Truth: 2, Influence Score: 35698.171875
Index: 4731, Salutary Label: 1, Ground Truth: 3, Influence Score: 744080.0
Index: 4777, Salutary Label: 7, Ground Truth: 7, Influence Score: 14542.759765625
Index: 4814, Salutary Label: 4, Ground Truth: 4, Influence Score: 287621.90625
Index: 4868, Salutary Label: 8, Ground Truth: 0, Influence Score: 150.67984008789062
Index: 4878, Salutary Label: 8, Ground Truth: 8, Influence Score: 4.641269207000732
Index: 4925, Salutary Label: 5, Ground Truth: 4, Influence Score: 1914995.625
Index: 4952, Salutary Label: 2, Ground Truth: 5, Influence Score: 13513.947265625
Index: 4981, Salutary Label: 1, Ground Truth: 1, Influence Score: 1546785.0
Index: 5000, Salutary Label: 0, Ground Truth: 0, Influence Score: 219791.375
Index: 5052, Salutary Label: 2, Ground Truth: 2, Influence Score: 106125.28125
Index: 5065, Salutary Label: 5, Ground Truth: 5, Influence Score: 507135.1875
Index: 5078, Salutary Label: 8, Ground Truth: 8, Influence Score: 300.21209716796875
Index: 5086, Salutary Label: 6, Ground Truth: 0, Influence Score: 1437030.0
Index: 5100, Salutary Label: 0, Ground Truth: 9, Influence Score: 51054.33984375
Index: 5138, Salutary Label: 8, Ground Truth: 8, Influence Score: 42674.14453125
Index: 5172, Salutary Label: 2, Ground Truth: 2, Influence Score: 35345.83203125
Index: 5291, Salutary Label: 1, Ground Truth: 1, Influence Score: 382.587158203125
Index: 5350, Salutary Label: 0, Ground Truth: 0, Influence Score: 2583.150390625
Index: 5370, Salutary Label: 0, Ground Truth: 0, Influence Score: 13800.1171875
Index: 5386, Salutary Label: 6, Ground Truth: 2, Influence Score: 1289871.75
Index: 5409, Salutary Label: 9, Ground Truth: 9, Influence Score: 16767.056640625
Index: 5432, Salutary Label: 2, Ground Truth: 0, Influence Score: 1011676.375
Index: 5454, Salutary Label: 4, Ground Truth: 7, Influence Score: 981915.25
Index: 5464, Salutary Label: 4, Ground Truth: 7, Influence Score: 1151280.25
Index: 5505, Salutary Label: 5, Ground Truth: 5, Influence Score: 836633.3125
Index: 5581, Salutary Label: 1, Ground Truth: 1, Influence Score: 46753.90625
Index: 5629, Salutary Label: 9, Ground Truth: 9, Influence Score: 34754.81640625
Index: 5660, Salutary Label: 0, Ground Truth: 2, Influence Score: 479466.21875
Index: 5707, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.3450736999511719
Index: 5740, Salutary Label: 0, Ground Truth: 0, Influence Score: 446841.96875
Index: 5767, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.8164849281311035
Index: 5772, Salutary Label: 2, Ground Truth: 2, Influence Score: 11384.224609375
Index: 5782, Salutary Label: 2, Ground Truth: 2, Influence Score: 149639.28125
Index: 5791, Salutary Label: 1, Ground Truth: 1, Influence Score: 352.011474609375
Index: 5808, Salutary Label: 8, Ground Truth: 8, Influence Score: 81251.078125
Index: 5811, Salutary Label: 1, Ground Truth: 1, Influence Score: 63261.1171875
Index: 5830, Salutary Label: 0, Ground Truth: 0, Influence Score: 187.30564880371094
Index: 5863, Salutary Label: 3, Ground Truth: 9, Influence Score: 1361032.0
Index: 5921, Salutary Label: 1, Ground Truth: 1, Influence Score: 2345.78076171875
Index: 5961, Salutary Label: 1, Ground Truth: 1, Influence Score: 138867.953125
Index: 5981, Salutary Label: 1, Ground Truth: 1, Influence Score: 2571.699951171875
Index: 6001, Salutary Label: 1, Ground Truth: 1, Influence Score: 22.350221633911133
Index: 6082, Salutary Label: 2, Ground Truth: 2, Influence Score: 809226.1875
Index: 6127, Salutary Label: 7, Ground Truth: 7, Influence Score: 59043.15234375
Index: 6130, Salutary Label: 0, Ground Truth: 0, Influence Score: 1297891.0
Index: 6147, Salutary Label: 7, Ground Truth: 7, Influence Score: 1652.833984375
Index: 6159, Salutary Label: 9, Ground Truth: 9, Influence Score: 94.96200561523438
Index: 6169, Salutary Label: 9, Ground Truth: 9, Influence Score: 3.9244813919067383
Index: 6182, Salutary Label: 2, Ground Truth: 2, Influence Score: 1690877.0
Index: 6236, Salutary Label: 6, Ground Truth: 6, Influence Score: 1031813.6875
Index: 6251, Salutary Label: 1, Ground Truth: 1, Influence Score: 7326.3037109375
Index: 6270, Salutary Label: 0, Ground Truth: 0, Influence Score: 336962.84375
Index: 6340, Salutary Label: 0, Ground Truth: 0, Influence Score: 795790.75
Index: 6361, Salutary Label: 1, Ground Truth: 1, Influence Score: 86.23197937011719
Index: 6396, Salutary Label: 6, Ground Truth: 8, Influence Score: 1527540.0
Index: 6420, Salutary Label: 0, Ground Truth: 1, Influence Score: 899931.5
Index: 6439, Salutary Label: 9, Ground Truth: 9, Influence Score: 28.059385299682617
Index: 6492, Salutary Label: 2, Ground Truth: 2, Influence Score: 1877.7864990234375
Index: 6501, Salutary Label: 1, Ground Truth: 1, Influence Score: 816.7750244140625
Index: 6537, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.94789457321167
Index: 6579, Salutary Label: 9, Ground Truth: 9, Influence Score: 48.63043212890625
Index: 6595, Salutary Label: 5, Ground Truth: 5, Influence Score: 6358.857421875
Index: 6647, Salutary Label: 7, Ground Truth: 7, Influence Score: 19.25689697265625
Index: 6675, Salutary Label: 5, Ground Truth: 7, Influence Score: 317996.71875
Index: 6681, Salutary Label: 1, Ground Truth: 1, Influence Score: 6.225683689117432
Index: 6692, Salutary Label: 2, Ground Truth: 2, Influence Score: 46908.44921875
Index: 6709, Salutary Label: 9, Ground Truth: 9, Influence Score: 5103.4365234375
Index: 6721, Salutary Label: 1, Ground Truth: 1, Influence Score: 69118.1640625
Index: 6736, Salutary Label: 6, Ground Truth: 3, Influence Score: 745636.6875
Index: 6790, Salutary Label: 0, Ground Truth: 0, Influence Score: 544.3400268554688
Index: 6809, Salutary Label: 9, Ground Truth: 9, Influence Score: 345.1415710449219
Index: 6811, Salutary Label: 1, Ground Truth: 1, Influence Score: 327735.71875
Index: 6825, Salutary Label: 5, Ground Truth: 5, Influence Score: 34.80957794189453
Index: 6840, Salutary Label: 0, Ground Truth: 5, Influence Score: 1932455.75
Index: 6865, Salutary Label: 5, Ground Truth: 5, Influence Score: 153850.765625
Index: 6880, Salutary Label: 0, Ground Truth: 0, Influence Score: 736593.375
Index: 6919, Salutary Label: 9, Ground Truth: 9, Influence Score: 7002.46875
Index: 6921, Salutary Label: 1, Ground Truth: 1, Influence Score: 24933.294921875
Index: 6940, Salutary Label: 0, Ground Truth: 0, Influence Score: 1457372.625
Index: 6990, Salutary Label: 0, Ground Truth: 0, Influence Score: 1946713.75
Index: 7017, Salutary Label: 7, Ground Truth: 7, Influence Score: 460.707275390625
Index: 7140, Salutary Label: 0, Ground Truth: 0, Influence Score: 31237.126953125
Index: 7168, Salutary Label: 8, Ground Truth: 8, Influence Score: 643.1475219726562
Index: 7180, Salutary Label: 0, Ground Truth: 0, Influence Score: 1926936.5
Index: 7195, Salutary Label: 5, Ground Truth: 3, Influence Score: 1878431.0
Index: 7201, Salutary Label: 1, Ground Truth: 1, Influence Score: 617938.75
Index: 7219, Salutary Label: 9, Ground Truth: 9, Influence Score: 1590.07275390625
Index: 7231, Salutary Label: 1, Ground Truth: 1, Influence Score: 29273.875
Index: 7278, Salutary Label: 8, Ground Truth: 8, Influence Score: 912.8270874023438
Index: 7282, Salutary Label: 2, Ground Truth: 2, Influence Score: 21.28024673461914
Index: 7328, Salutary Label: 8, Ground Truth: 8, Influence Score: 4090.35009765625
Index: 7361, Salutary Label: 1, Ground Truth: 1, Influence Score: 7077.244140625
Index: 7440, Salutary Label: 0, Ground Truth: 0, Influence Score: 498729.0625
Index: 7475, Salutary Label: 5, Ground Truth: 5, Influence Score: 277.9289855957031
Index: 7500, Salutary Label: 0, Ground Truth: 0, Influence Score: 807697.0
Index: 7511, Salutary Label: 1, Ground Truth: 1, Influence Score: 1163902.0
Index: 7555, Salutary Label: 5, Ground Truth: 5, Influence Score: 1868544.5
Index: 7576, Salutary Label: 6, Ground Truth: 6, Influence Score: 333881.6875
Index: 7627, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.15730991959571838
Index: 7661, Salutary Label: 1, Ground Truth: 1, Influence Score: 24777.5625
Index: 7681, Salutary Label: 1, Ground Truth: 1, Influence Score: 8294.671875
Index: 7700, Salutary Label: 0, Ground Truth: 0, Influence Score: 657390.4375
Index: 7722, Salutary Label: 2, Ground Truth: 2, Influence Score: 612389.125
Index: 7788, Salutary Label: 8, Ground Truth: 8, Influence Score: 172.34185791015625
Index: 7793, Salutary Label: 3, Ground Truth: 3, Influence Score: 772585.0
Index: 7815, Salutary Label: 5, Ground Truth: 5, Influence Score: 36.866676330566406
Index: 7828, Salutary Label: 8, Ground Truth: 8, Influence Score: 910.0262451171875
Index: 7841, Salutary Label: 1, Ground Truth: 1, Influence Score: 11285.81640625
Index: 7888, Salutary Label: 8, Ground Truth: 8, Influence Score: 30313.5859375
Index: 7901, Salutary Label: 1, Ground Truth: 1, Influence Score: 60.6994743347168
Index: 7951, Salutary Label: 1, Ground Truth: 1, Influence Score: 21165.921875
Index: 8006, Salutary Label: 6, Ground Truth: 4, Influence Score: 1386655.0
Index: 8055, Salutary Label: 5, Ground Truth: 8, Influence Score: 1284606.0
Index: 8073, Salutary Label: 3, Ground Truth: 3, Influence Score: 833275.25
Index: 8089, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.10902111977338791
Index: 8105, Salutary Label: 5, Ground Truth: 4, Influence Score: 422417.0
Index: 8159, Salutary Label: 9, Ground Truth: 9, Influence Score: 9420.3037109375
Index: 8168, Salutary Label: 8, Ground Truth: 8, Influence Score: 22622.396484375
Index: 8170, Salutary Label: 0, Ground Truth: 0, Influence Score: 1001205.0
Index: 8201, Salutary Label: 1, Ground Truth: 1, Influence Score: 471848.15625
Index: 8237, Salutary Label: 7, Ground Truth: 7, Influence Score: 8.535634994506836
Index: 8241, Salutary Label: 1, Ground Truth: 1, Influence Score: 7792.6103515625
Index: 8259, Salutary Label: 9, Ground Truth: 9, Influence Score: 4238.5771484375
Index: 8281, Salutary Label: 1, Ground Truth: 1, Influence Score: 336170.0
Index: 8290, Salutary Label: 0, Ground Truth: 0, Influence Score: 189135.125
Index: 8320, Salutary Label: 0, Ground Truth: 9, Influence Score: 226160.0
Index: 8338, Salutary Label: 8, Ground Truth: 8, Influence Score: 3898.47265625
Index: 8342, Salutary Label: 2, Ground Truth: 5, Influence Score: 48135.77734375
Index: 8365, Salutary Label: 5, Ground Truth: 9, Influence Score: 1462489.5
Index: 8387, Salutary Label: 7, Ground Truth: 7, Influence Score: 47.946922302246094
Index: 8402, Salutary Label: 2, Ground Truth: 2, Influence Score: 1374538.5
Index: 8421, Salutary Label: 1, Ground Truth: 1, Influence Score: 971885.625
Index: 8471, Salutary Label: 1, Ground Truth: 1, Influence Score: 112348.84375
Index: 8486, Salutary Label: 6, Ground Truth: 5, Influence Score: 1914528.75
Index: 8508, Salutary Label: 8, Ground Truth: 8, Influence Score: 189.14559936523438
Index: 8536, Salutary Label: 6, Ground Truth: 6, Influence Score: 695180.0
Index: 8596, Salutary Label: 6, Ground Truth: 6, Influence Score: 1194572.25
Index: 8620, Salutary Label: 0, Ground Truth: 0, Influence Score: 296928.34375
Index: 8662, Salutary Label: 2, Ground Truth: 2, Influence Score: 370169.875
Index: 8671, Salutary Label: 1, Ground Truth: 1, Influence Score: 2173.10498046875
Index: 8682, Salutary Label: 2, Ground Truth: 2, Influence Score: 89207.765625
Index: 8728, Salutary Label: 8, Ground Truth: 8, Influence Score: 18356.384765625
Index: 8735, Salutary Label: 5, Ground Truth: 5, Influence Score: 812271.1875
Index: 8761, Salutary Label: 1, Ground Truth: 1, Influence Score: 462217.5625
Index: 8782, Salutary Label: 2, Ground Truth: 2, Influence Score: 13649.7958984375
Index: 8806, Salutary Label: 6, Ground Truth: 9, Influence Score: 586130.0
Index: 8835, Salutary Label: 5, Ground Truth: 9, Influence Score: 375436.0
Index: 8846, Salutary Label: 6, Ground Truth: 2, Influence Score: 1972343.75
Index: 8866, Salutary Label: 6, Ground Truth: 9, Influence Score: 125342.0
Index: 8879, Salutary Label: 9, Ground Truth: 9, Influence Score: 2546.677734375
Index: 8917, Salutary Label: 7, Ground Truth: 7, Influence Score: 35906.80078125
Index: 8929, Salutary Label: 9, Ground Truth: 9, Influence Score: 3.142918348312378
