Index: 11, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.03363306075334549
Index: 3471, Salutary Label: 1, Ground Truth: 1, Influence Score: 16968.46875
Index: 3495, Salutary Label: 5, Ground Truth: 5, Influence Score: 52023.5234375
Index: 3511, Salutary Label: 1, Ground Truth: 1, Influence Score: 6263.1025390625
Index: 3550, Salutary Label: 0, Ground Truth: 0, Influence Score: 80898.7265625
Index: 3590, Salutary Label: 0, Ground Truth: 3, Influence Score: 998445.25
Index: 3618, Salutary Label: 8, Ground Truth: 8, Influence Score: 1703564.5
Index: 3629, Salutary Label: 9, Ground Truth: 9, Influence Score: 51.937721252441406
Index: 3660, Salutary Label: 0, Ground Truth: 0, Influence Score: 8830.361328125
Index: 3677, Salutary Label: 7, Ground Truth: 7, Influence Score: 967662.75
Index: 3689, Salutary Label: 9, Ground Truth: 9, Influence Score: 730068.125
Index: 3729, Salutary Label: 9, Ground Truth: 9, Influence Score: 245739.921875
Index: 3787, Salutary Label: 7, Ground Truth: 7, Influence Score: 15.124584197998047
Index: 3810, Salutary Label: 0, Ground Truth: 0, Influence Score: 86.81188201904297
Index: 3853, Salutary Label: 3, Ground Truth: 3, Influence Score: 138135.296875
Index: 3880, Salutary Label: 0, Ground Truth: 2, Influence Score: 45248.76953125
Index: 3891, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.14197881519794464
Index: 3919, Salutary Label: 9, Ground Truth: 9, Influence Score: 5847.56103515625
Index: 3924, Salutary Label: 4, Ground Truth: 4, Influence Score: 16.931686401367188
Index: 3931, Salutary Label: 1, Ground Truth: 1, Influence Score: 2620.12548828125
Index: 3958, Salutary Label: 8, Ground Truth: 8, Influence Score: 374848.09375
Index: 3988, Salutary Label: 8, Ground Truth: 8, Influence Score: 340794.5
Index: 3995, Salutary Label: 5, Ground Truth: 5, Influence Score: 33.40341567993164
Index: 4001, Salutary Label: 1, Ground Truth: 1, Influence Score: 31.950782775878906
Index: 4030, Salutary Label: 0, Ground Truth: 0, Influence Score: 88.66055297851562
Index: 4042, Salutary Label: 2, Ground Truth: 2, Influence Score: 1625.3714599609375
Index: 4061, Salutary Label: 1, Ground Truth: 1, Influence Score: 8614.865234375
Index: 4100, Salutary Label: 0, Ground Truth: 0, Influence Score: 745.103515625
Index: 4120, Salutary Label: 0, Ground Truth: 0, Influence Score: 9357.7958984375
Index: 4133, Salutary Label: 3, Ground Truth: 3, Influence Score: 10936.35546875
Index: 4150, Salutary Label: 0, Ground Truth: 0, Influence Score: 5293.0224609375
Index: 4181, Salutary Label: 1, Ground Truth: 1, Influence Score: 16677.873046875
Index: 4221, Salutary Label: 1, Ground Truth: 1, Influence Score: 181.59190368652344
Index: 4315, Salutary Label: 5, Ground Truth: 5, Influence Score: 17961.666015625
Index: 4357, Salutary Label: 7, Ground Truth: 0, Influence Score: 1475080.0
Index: 4371, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0780387818813324
Index: 4440, Salutary Label: 0, Ground Truth: 0, Influence Score: 53.0330924987793
Index: 4452, Salutary Label: 2, Ground Truth: 2, Influence Score: 77385.59375
Index: 4498, Salutary Label: 8, Ground Truth: 0, Influence Score: 1103724.0
Index: 4510, Salutary Label: 0, Ground Truth: 0, Influence Score: 15.528982162475586
Index: 4558, Salutary Label: 8, Ground Truth: 8, Influence Score: 511641.5625
Index: 4570, Salutary Label: 0, Ground Truth: 0, Influence Score: 68616.0390625
Index: 4662, Salutary Label: 2, Ground Truth: 2, Influence Score: 86.758056640625
Index: 4681, Salutary Label: 1, Ground Truth: 1, Influence Score: 14.598860740661621
Index: 4717, Salutary Label: 7, Ground Truth: 5, Influence Score: 1564546.375
Index: 4791, Salutary Label: 1, Ground Truth: 1, Influence Score: 79.69373321533203
Index: 4828, Salutary Label: 8, Ground Truth: 8, Influence Score: 1001200.5
Index: 4858, Salutary Label: 8, Ground Truth: 8, Influence Score: 587199.0
Index: 4868, Salutary Label: 8, Ground Truth: 8, Influence Score: 567217.0625
Index: 4878, Salutary Label: 8, Ground Truth: 0, Influence Score: 1979766.125
Index: 4920, Salutary Label: 0, Ground Truth: 0, Influence Score: 2439.599853515625
Index: 4941, Salutary Label: 1, Ground Truth: 1, Influence Score: 30647.548828125
Index: 4951, Salutary Label: 1, Ground Truth: 1, Influence Score: 13029.8642578125
Index: 4989, Salutary Label: 9, Ground Truth: 9, Influence Score: 51353.44921875
Index: 5020, Salutary Label: 0, Ground Truth: 0, Influence Score: 20226.369140625
Index: 5039, Salutary Label: 9, Ground Truth: 9, Influence Score: 149530.375
Index: 5071, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.961637020111084
Index: 5098, Salutary Label: 8, Ground Truth: 8, Influence Score: 511517.78125
Index: 5157, Salutary Label: 7, Ground Truth: 7, Influence Score: 117721.3359375
Index: 5167, Salutary Label: 7, Ground Truth: 3, Influence Score: 265081.5
Index: 5179, Salutary Label: 9, Ground Truth: 9, Influence Score: 400426.0625
Index: 5183, Salutary Label: 3, Ground Truth: 3, Influence Score: 40782.578125
Index: 5205, Salutary Label: 5, Ground Truth: 3, Influence Score: 4260.361328125
Index: 5251, Salutary Label: 1, Ground Truth: 1, Influence Score: 164.13369750976562
Index: 5261, Salutary Label: 1, Ground Truth: 1, Influence Score: 16576.828125
Index: 5272, Salutary Label: 2, Ground Truth: 2, Influence Score: 505113.15625
Index: 5293, Salutary Label: 3, Ground Truth: 5, Influence Score: 1382161.875
Index: 5352, Salutary Label: 2, Ground Truth: 0, Influence Score: 1767550.75
Index: 5381, Salutary Label: 1, Ground Truth: 1, Influence Score: 3019.685791015625
Index: 5431, Salutary Label: 1, Ground Truth: 1, Influence Score: 3600.011474609375
Index: 5457, Salutary Label: 7, Ground Truth: 7, Influence Score: 3024.052001953125
Index: 5465, Salutary Label: 5, Ground Truth: 5, Influence Score: 459004.0
Index: 5479, Salutary Label: 9, Ground Truth: 6, Influence Score: 949300.25
Index: 5539, Salutary Label: 9, Ground Truth: 7, Influence Score: 1532242.0
Index: 5579, Salutary Label: 9, Ground Truth: 9, Influence Score: 271616.59375
Index: 5599, Salutary Label: 9, Ground Truth: 9, Influence Score: 41619.6328125
Index: 5631, Salutary Label: 1, Ground Truth: 1, Influence Score: 4962.1162109375
Index: 5640, Salutary Label: 0, Ground Truth: 0, Influence Score: 746033.0
Index: 5651, Salutary Label: 1, Ground Truth: 1, Influence Score: 229.73025512695312
Index: 5711, Salutary Label: 1, Ground Truth: 1, Influence Score: 30636.146484375
Index: 5734, Salutary Label: 4, Ground Truth: 4, Influence Score: 56571.12890625
Index: 5741, Salutary Label: 1, Ground Truth: 1, Influence Score: 3545.98046875
Index: 5751, Salutary Label: 1, Ground Truth: 1, Influence Score: 22.678722381591797
Index: 5778, Salutary Label: 8, Ground Truth: 5, Influence Score: 1608751.0
Index: 5857, Salutary Label: 7, Ground Truth: 7, Influence Score: 550268.0
Index: 5890, Salutary Label: 0, Ground Truth: 0, Influence Score: 490675.0
Index: 5918, Salutary Label: 8, Ground Truth: 8, Influence Score: 134061.125
Index: 5938, Salutary Label: 8, Ground Truth: 8, Influence Score: 390408.6875
Index: 5951, Salutary Label: 1, Ground Truth: 1, Influence Score: 3641.8369140625
Index: 5987, Salutary Label: 7, Ground Truth: 7, Influence Score: 783777.8125
Index: 6013, Salutary Label: 3, Ground Truth: 3, Influence Score: 156352.3125
Index: 6059, Salutary Label: 9, Ground Truth: 9, Influence Score: 79696.296875
Index: 6065, Salutary Label: 5, Ground Truth: 5, Influence Score: 9.377362251281738
Index: 6081, Salutary Label: 1, Ground Truth: 1, Influence Score: 1182.1702880859375
Index: 6105, Salutary Label: 5, Ground Truth: 5, Influence Score: 774.5164184570312
Index: 6117, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.011539073660969734
Index: 6128, Salutary Label: 8, Ground Truth: 8, Influence Score: 912737.9375
Index: 6131, Salutary Label: 1, Ground Truth: 1, Influence Score: 11310.6669921875
Index: 6197, Salutary Label: 7, Ground Truth: 7, Influence Score: 256054.5625
Index: 6211, Salutary Label: 1, Ground Truth: 1, Influence Score: 20900.64453125
Index: 6261, Salutary Label: 1, Ground Truth: 1, Influence Score: 4529.4365234375
Index: 6271, Salutary Label: 1, Ground Truth: 1, Influence Score: 15.850523948669434
Index: 6331, Salutary Label: 1, Ground Truth: 1, Influence Score: 89.98225402832031
Index: 6341, Salutary Label: 1, Ground Truth: 1, Influence Score: 1642.4530029296875
Index: 6355, Salutary Label: 5, Ground Truth: 5, Influence Score: 815.0408325195312
Index: 6410, Salutary Label: 0, Ground Truth: 0, Influence Score: 139747.703125
Index: 6455, Salutary Label: 5, Ground Truth: 5, Influence Score: 198184.171875
Index: 6460, Salutary Label: 0, Ground Truth: 0, Influence Score: 489.30877685546875
Index: 6474, Salutary Label: 4, Ground Truth: 4, Influence Score: 270748.25
Index: 6481, Salutary Label: 1, Ground Truth: 1, Influence Score: 36.08884811401367
Index: 6562, Salutary Label: 2, Ground Truth: 2, Influence Score: 261006.265625
Index: 6577, Salutary Label: 7, Ground Truth: 7, Influence Score: 8196.8935546875
Index: 6590, Salutary Label: 0, Ground Truth: 0, Influence Score: 11017.171875
Index: 6618, Salutary Label: 8, Ground Truth: 0, Influence Score: 1595062.0
Index: 6641, Salutary Label: 1, Ground Truth: 1, Influence Score: 63.2933349609375
Index: 6651, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.4478542804718018
Index: 6678, Salutary Label: 8, Ground Truth: 8, Influence Score: 1023441.0
Index: 6717, Salutary Label: 7, Ground Truth: 7, Influence Score: 1422.4473876953125
Index: 6731, Salutary Label: 1, Ground Truth: 1, Influence Score: 591.8782958984375
Index: 6775, Salutary Label: 5, Ground Truth: 5, Influence Score: 5.019386291503906
Index: 6847, Salutary Label: 7, Ground Truth: 7, Influence Score: 1241639.375
Index: 6855, Salutary Label: 5, Ground Truth: 5, Influence Score: 278.93115234375
Index: 6861, Salutary Label: 1, Ground Truth: 1, Influence Score: 811.8849487304688
Index: 6895, Salutary Label: 5, Ground Truth: 5, Influence Score: 70389.9140625
Index: 6911, Salutary Label: 1, Ground Truth: 1, Influence Score: 15888.2314453125
Index: 6957, Salutary Label: 7, Ground Truth: 7, Influence Score: 64470.4375
Index: 6980, Salutary Label: 0, Ground Truth: 0, Influence Score: 17158.5546875
Index: 7007, Salutary Label: 7, Ground Truth: 7, Influence Score: 24869.96875
Index: 7017, Salutary Label: 7, Ground Truth: 7, Influence Score: 2266.27099609375
Index: 7022, Salutary Label: 2, Ground Truth: 2, Influence Score: 2877.562255859375
Index: 7030, Salutary Label: 0, Ground Truth: 0, Influence Score: 347.7263488769531
Index: 7078, Salutary Label: 8, Ground Truth: 8, Influence Score: 762489.125
Index: 7089, Salutary Label: 9, Ground Truth: 9, Influence Score: 772495.5625
Index: 7109, Salutary Label: 9, Ground Truth: 1, Influence Score: 1572616.0
Index: 7133, Salutary Label: 3, Ground Truth: 3, Influence Score: 1732956.125
Index: 7147, Salutary Label: 7, Ground Truth: 7, Influence Score: 85.40283203125
Index: 7166, Salutary Label: 6, Ground Truth: 6, Influence Score: 0.11569597572088242
Index: 7175, Salutary Label: 5, Ground Truth: 5, Influence Score: 2.233335256576538
Index: 7184, Salutary Label: 4, Ground Truth: 4, Influence Score: 95.82247161865234
Index: 7190, Salutary Label: 0, Ground Truth: 0, Influence Score: 67937.359375
Index: 7217, Salutary Label: 7, Ground Truth: 7, Influence Score: 1976.055419921875
Index: 7220, Salutary Label: 0, Ground Truth: 0, Influence Score: 235601.34375
Index: 7240, Salutary Label: 0, Ground Truth: 2, Influence Score: 4256.0263671875
Index: 7280, Salutary Label: 0, Ground Truth: 0, Influence Score: 18811.87890625
Index: 7300, Salutary Label: 0, Ground Truth: 0, Influence Score: 886.2021484375
Index: 7318, Salutary Label: 8, Ground Truth: 8, Influence Score: 465949.21875
Index: 7329, Salutary Label: 9, Ground Truth: 9, Influence Score: 332424.90625
Index: 7351, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.023304078727960587
Index: 7360, Salutary Label: 0, Ground Truth: 0, Influence Score: 646665.75
Index: 7372, Salutary Label: 2, Ground Truth: 2, Influence Score: 305462.84375
Index: 7381, Salutary Label: 1, Ground Truth: 1, Influence Score: 2919.657958984375
Index: 7407, Salutary Label: 7, Ground Truth: 7, Influence Score: 1717279.125
Index: 7469, Salutary Label: 9, Ground Truth: 3, Influence Score: 683178.5
Index: 7489, Salutary Label: 9, Ground Truth: 9, Influence Score: 1039018.9375
Index: 7491, Salutary Label: 1, Ground Truth: 1, Influence Score: 76.13131713867188
Index: 7531, Salutary Label: 1, Ground Truth: 1, Influence Score: 62.888710021972656
Index: 7570, Salutary Label: 0, Ground Truth: 0, Influence Score: 29.742931365966797
Index: 7599, Salutary Label: 9, Ground Truth: 9, Influence Score: 22375.96484375
Index: 7609, Salutary Label: 9, Ground Truth: 9, Influence Score: 587507.375
Index: 7621, Salutary Label: 1, Ground Truth: 1, Influence Score: 27847.859375
Index: 7635, Salutary Label: 5, Ground Truth: 5, Influence Score: 11862.919921875
Index: 7679, Salutary Label: 9, Ground Truth: 9, Influence Score: 773024.375
Index: 7688, Salutary Label: 8, Ground Truth: 0, Influence Score: 154401.0
Index: 7694, Salutary Label: 4, Ground Truth: 4, Influence Score: 82793.09375
Index: 7721, Salutary Label: 1, Ground Truth: 1, Influence Score: 16691.94140625
Index: 7747, Salutary Label: 7, Ground Truth: 7, Influence Score: 8097.951171875
Index: 7830, Salutary Label: 0, Ground Truth: 0, Influence Score: 24567.583984375
Index: 7880, Salutary Label: 0, Ground Truth: 0, Influence Score: 140.07130432128906
Index: 7897, Salutary Label: 7, Ground Truth: 4, Influence Score: 285032.15625
Index: 7937, Salutary Label: 7, Ground Truth: 7, Influence Score: 841.026611328125
Index: 7947, Salutary Label: 7, Ground Truth: 7, Influence Score: 3593.099609375
Index: 7971, Salutary Label: 1, Ground Truth: 1, Influence Score: 1813.945068359375
Index: 8007, Salutary Label: 7, Ground Truth: 7, Influence Score: 40.50783157348633
Index: 8025, Salutary Label: 5, Ground Truth: 5, Influence Score: 82054.703125
Index: 8048, Salutary Label: 8, Ground Truth: 8, Influence Score: 1476886.875
Index: 8079, Salutary Label: 9, Ground Truth: 1, Influence Score: 1287431.0
Index: 8085, Salutary Label: 5, Ground Truth: 5, Influence Score: 25053.16796875
Index: 8091, Salutary Label: 1, Ground Truth: 1, Influence Score: 702.7330322265625
Index: 8117, Salutary Label: 7, Ground Truth: 7, Influence Score: 811495.6875
Index: 8121, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.714262493303977e-05
Index: 8181, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.6348676681518555
Index: 8219, Salutary Label: 9, Ground Truth: 9, Influence Score: 493.5684509277344
Index: 8243, Salutary Label: 3, Ground Truth: 3, Influence Score: 557587.8125
Index: 8259, Salutary Label: 9, Ground Truth: 9, Influence Score: 1582091.875
Index: 8287, Salutary Label: 7, Ground Truth: 7, Influence Score: 1728.591796875
Index: 8317, Salutary Label: 7, Ground Truth: 7, Influence Score: 153.96751403808594
Index: 8331, Salutary Label: 1, Ground Truth: 1, Influence Score: 680.170654296875
Index: 8355, Salutary Label: 5, Ground Truth: 3, Influence Score: 291.78662109375
Index: 8360, Salutary Label: 0, Ground Truth: 3, Influence Score: 1104043.375
Index: 8387, Salutary Label: 7, Ground Truth: 7, Influence Score: 815.7000732421875
Index: 8408, Salutary Label: 8, Ground Truth: 8, Influence Score: 244752.390625
Index: 8478, Salutary Label: 8, Ground Truth: 8, Influence Score: 133.35255432128906
Index: 8481, Salutary Label: 1, Ground Truth: 1, Influence Score: 30940.14453125
Index: 8511, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.07719780504703522
Index: 8527, Salutary Label: 7, Ground Truth: 7, Influence Score: 896.5151977539062
Index: 8609, Salutary Label: 9, Ground Truth: 9, Influence Score: 1231581.75
Index: 8617, Salutary Label: 7, Ground Truth: 4, Influence Score: 895022.125
Index: 8639, Salutary Label: 9, Ground Truth: 9, Influence Score: 941571.9375
Index: 8644, Salutary Label: 4, Ground Truth: 4, Influence Score: 63240.2109375
Index: 8650, Salutary Label: 0, Ground Truth: 0, Influence Score: 987.1180419921875
Index: 8699, Salutary Label: 9, Ground Truth: 9, Influence Score: 130509.484375
Index: 8707, Salutary Label: 7, Ground Truth: 7, Influence Score: 10203.5380859375
Index: 8731, Salutary Label: 1, Ground Truth: 1, Influence Score: 3256.3837890625
Index: 8759, Salutary Label: 9, Ground Truth: 9, Influence Score: 156573.5
Index: 8898, Salutary Label: 8, Ground Truth: 8, Influence Score: 6173.38720703125
Index: 8929, Salutary Label: 9, Ground Truth: 9, Influence Score: 281425.71875
Index: 8963, Salutary Label: 3, Ground Truth: 3, Influence Score: 61769.6953125
Index: 8987, Salutary Label: 7, Ground Truth: 7, Influence Score: 359.5985107421875
Index: 9017, Salutary Label: 7, Ground Truth: 5, Influence Score: 619076.8125
Index: 9025, Salutary Label: 5, Ground Truth: 3, Influence Score: 156720.078125
Index: 9077, Salutary Label: 7, Ground Truth: 7, Influence Score: 242748.5625
Index: 9108, Salutary Label: 8, Ground Truth: 8, Influence Score: 1127813.75
Index: 9140, Salutary Label: 0, Ground Truth: 0, Influence Score: 186.5531768798828
Index: 9152, Salutary Label: 2, Ground Truth: 0, Influence Score: 1619356.75
Index: 9189, Salutary Label: 9, Ground Truth: 6, Influence Score: 179402.5
Index: 9219, Salutary Label: 9, Ground Truth: 9, Influence Score: 59219.23046875
Index: 9227, Salutary Label: 7, Ground Truth: 7, Influence Score: 88836.578125
Index: 9253, Salutary Label: 3, Ground Truth: 3, Influence Score: 783473.625
Index: 9292, Salutary Label: 2, Ground Truth: 2, Influence Score: 1378778.25
Index: 9320, Salutary Label: 0, Ground Truth: 0, Influence Score: 84.70870971679688
Index: 9330, Salutary Label: 0, Ground Truth: 0, Influence Score: 906.4762573242188
Index: 9378, Salutary Label: 8, Ground Truth: 8, Influence Score: 127688.984375
Index: 9390, Salutary Label: 0, Ground Truth: 0, Influence Score: 161122.390625
Index: 9448, Salutary Label: 8, Ground Truth: 8, Influence Score: 1930.17236328125
Index: 9469, Salutary Label: 9, Ground Truth: 9, Influence Score: 100383.078125
Index: 9509, Salutary Label: 9, Ground Truth: 9, Influence Score: 16116.78515625
Index: 9530, Salutary Label: 0, Ground Truth: 4, Influence Score: 1025599.125
Index: 9592, Salutary Label: 2, Ground Truth: 2, Influence Score: 64403.34375
Index: 9609, Salutary Label: 9, Ground Truth: 9, Influence Score: 1880329.875
Index: 9623, Salutary Label: 3, Ground Truth: 3, Influence Score: 3.0490384101867676
Index: 9641, Salutary Label: 1, Ground Truth: 1, Influence Score: 4532.8564453125
Index: 9681, Salutary Label: 1, Ground Truth: 1, Influence Score: 58.82500076293945
Index: 9701, Salutary Label: 1, Ground Truth: 1, Influence Score: 8514.4892578125
